,transcript_file,speaker_code,transcript_clean,is_grammatical,note
17400,EllisWeismer/TD/30pc/11057.cha,CAR,no?,,
17401,Suppes/030003.cha,CAR,where's your turtle?,,
17402,Suppes/030003.cha,CAR,where's the new turtle that you got for your birthday?,,
17403,Suppes/030003.cha,CHI,I want another present.,1.0,
17404,Suppes/030003.cha,CAR,did you get presents for your birthday?,,
17405,Suppes/030003.cha,CHI,yeah.,,
17406,Suppes/030003.cha,CAR,when was your birthday?,,
17407,Suppes/030003.cha,CHI,I wanna get some more presents in closet in your room.,-1.0,
17408,Suppes/030003.cha,CAR,those are.,,
17409,Suppes/030003.cha,CAR,these are the birthday presents right here.,,
17410,Suppes/030003.cha,CAR,here is the birthday present that Pierre and Maryse gave you.,,
17411,Suppes/030003.cha,CAR,let me see it.,,
17412,Suppes/030003.cha,CHI,I want the other birthday presents.,1.0,
17413,Suppes/030003.cha,CAR,let's play with this one first.,,
17414,Suppes/030003.cha,CHI,I want the.,-1.0,
17415,Suppes/030003.cha,CHI,I want these ones.,1.0,
17416,Suppes/030003.cha,CAR,what is that?,,
17417,Suppes/030003.cha,CAR,can you?,,
17418,Suppes/030003.cha,CHI,oh I wanna shake the bag.,1.0,
17419,Suppes/030003.cha,CHI,okay?,,
17420,Suppes/030003.cha,CAR,what are they?,,
17421,Suppes/030003.cha,CHI,I wanna shake them in the bag.,1.0,
17422,Suppes/030003.cha,CAR,they might break.,,
17423,Suppes/030003.cha,CAR,let me see them.,,
17424,Suppes/030003.cha,CAR,what is that?,,
17425,Suppes/030003.cha,CHI,uh I wanna put them in the bag and shake them.,1.0,
17426,Suppes/030003.cha,CAR,Nina did you have a birthday party?,,
17427,Suppes/030003.cha,CHI,yeah.,,
17428,Suppes/030003.cha,CAR,what was on the ceiling?,,
17429,Suppes/030003.cha,CHI,balloon.,,
17430,Suppes/030003.cha,CAR,where were they?,,
17431,Suppes/030003.cha,CAR,in the living room or in your room?,,
17432,Suppes/030003.cha,CAR,where were they?,,
17433,Suppes/030003.cha,CHI,in the living room.,1.0,
17434,Suppes/030003.cha,CAR,where there lots?,,
17435,Suppes/030003.cha,CHI,yeah.,,
17436,Suppes/030003.cha,CAR,oh I wanna see these things.,,
17437,Suppes/030003.cha,CHI,in just a minute okay?,1.0,
17438,Suppes/030003.cha,CAR,can you tell me about your birthday party?,,
17439,Suppes/030003.cha,CAR,there they're all mixed.,,
17440,Suppes/030003.cha,CHI,I'm going to dump them all out.,1.0,
17441,Suppes/030003.cha,CHI,I'm going to save these for my other birthday.,1.0,
17442,Suppes/030003.cha,CAR,can you tell me about your birthday party?,,
17443,Suppes/030003.cha,CHI,am I going to have am I going to have some more birthdays?,1.0,
17444,Suppes/030003.cha,CAR,no you had two.,,
17445,Suppes/030003.cha,CAR,where was your first birthday party?,,
17446,Suppes/030003.cha,CHI,at my home.,1.0,
17447,Suppes/030003.cha,CAR,no at school.,,
17448,Suppes/030003.cha,CAR,what did you do at school?,,
17449,Suppes/030003.cha,CHI,and where where where my other birthday party?,-1.0,
17450,Suppes/030003.cha,CAR,it was at school.,,
17451,Suppes/030003.cha,CAR,tell me what did you do at school for your birthday party?,,
17452,Suppes/030003.cha,CHI,no my other birthday party.,0,
17453,Suppes/030003.cha,CAR,it was at home.,,
17454,Suppes/030003.cha,CAR,remember?,,
17455,Suppes/030003.cha,CAR,who come to your birthday party at home?,,
17456,Suppes/030003.cha,CHI,Spencer and Justin.,1.0,
17457,Suppes/030003.cha,CHI,Karen and Nina.,1.0,
17458,Suppes/030003.cha,CAR,oh and did some grownups come too?,,
17459,Suppes/030003.cha,CHI,yup.,,
17460,Suppes/030003.cha,CAR,who came?,,
17461,Suppes/030003.cha,CHI,Maggie.,,
17462,Suppes/030003.cha,CAR,what did Maggie bring to you?,,
17463,Suppes/030003.cha,CHI,a turtle.,1.0,
17464,Suppes/030003.cha,CAR,oh.,,
17465,Suppes/030003.cha,CAR,did we play when the children came to your home?,,
17466,Suppes/030003.cha,CAR,what did we blow outside?,,
17467,Suppes/030003.cha,CHI,bubbles.,,
17468,Suppes/030003.cha,CAR,and what happened?,,
17469,Suppes/030003.cha,CHI,they blowed away.,-1.0,
17470,Suppes/030003.cha,CAR,did you catch them?,,
17471,Suppes/030003.cha,CHI,yup.,,
17472,Suppes/030003.cha,CHI,and they blowed away.,-1.0,
17473,Suppes/030003.cha,CAR,what else did you do at your birthday?,,
17474,Suppes/030003.cha,CHI,a.,,
17475,Suppes/030003.cha,CHI,tea set.,-1.0,
17476,Suppes/030003.cha,CAR,you got a tea set as a present.,,
17477,Suppes/030003.cha,CAR,who brought it to you?,,
17478,Suppes/030003.cha,CAR,okay I wanna see the present that Pierre and Maryse gave you.,,
17479,Suppes/030003.cha,CAR,show me one thing at a time.,,
17480,Suppes/030003.cha,CHI,okay.,,
17481,Suppes/030003.cha,CHI,first show a little doggy.,-1.0,
17482,Suppes/030003.cha,CHI,a little doggy I show.,-1.0,
17483,Suppes/030003.cha,CAR,oh.,,
17484,Suppes/030003.cha,CAR,he's so cute.,,
17485,Suppes/030003.cha,CHI,he can't stand right here.,1.0,
17486,Suppes/030003.cha,CAR,does he have a chair?,,
17487,Suppes/030003.cha,CHI,nope.,,
17488,Suppes/030003.cha,CHI,he's going to sit on the shelf.,1.0,
17489,Suppes/030003.cha,CAR,oh put him up on the shelf.,,
17490,Suppes/030003.cha,CHI,okay.,,
17491,Suppes/030003.cha,CAR,now let's see everybody that they brought to you.,,
17492,Suppes/030003.cha,CHI,look at the doggy standing on the shelf.,1.0,
17493,Suppes/030003.cha,CHI,no.,,
17494,Suppes/030003.cha,CHI,no let him stand this way.,1.0,
17495,Suppes/030003.cha,CHI,cause he likes it that way Mommy.,1.0,
17496,Suppes/030003.cha,CAR,does he like to have his back or his front towards me?,,
17497,Suppes/030003.cha,CHI,his front towards me.,1.0,
17498,Suppes/030003.cha,CHI,look at this baby.,1.0,
17499,Suppes/030003.cha,CAR,oh what is he wearing?,,
17500,Suppes/030003.cha,CHI,a ponytail.,1.0,
17501,Suppes/030003.cha,CAR,sticking up on top of his head.,,
17502,Suppes/030003.cha,CAR,what kind of clothes is he wearing?,,
17503,Suppes/030003.cha,CHI,a pajamas.,-1.0,
17504,Suppes/030003.cha,CHI,look at that doggy and that baby is sitting all together.,-1.0,
17505,Suppes/030003.cha,CHI,look at this is a girl.,-1.0,
17506,Suppes/030003.cha,CAR,is she his sister?,,
17507,Suppes/030003.cha,CHI,yup.,,
17508,Suppes/030003.cha,CAR,where are you going to put.,,
17509,Suppes/030003.cha,CHI,and she's the mother.,1.0,
17510,Suppes/030003.cha,CAR,where's the mother?,,
17511,Suppes/030003.cha,CHI,right here.,1.0,
17512,Suppes/030003.cha,CAR,no I think she's the sister.,,
17513,Suppes/030003.cha,CAR,see if you can find the mother in there.,,
17514,Suppes/030003.cha,CAR,is there a mother in there?,,
17515,Suppes/030003.cha,CHI,yeah.,,
17516,Suppes/030003.cha,CAR,where?,,
17517,Suppes/030003.cha,CHI,right here is the mother.,1.0,
17518,Suppes/030003.cha,CAR,oh what is the mother doing?,,
17519,Suppes/030003.cha,CHI,I have to put these ones back in the bag.,1.0,
17520,Suppes/030003.cha,CAR,I wanna see everything from the bag.,,
17521,Suppes/030003.cha,CAR,let's see all the people from the bag.,,
17522,Suppes/030003.cha,CAR,I'll hand them to you one at a time?,,
17523,Suppes/030003.cha,CHI,right down here so we could play with them.,0.0,
17524,Suppes/030003.cha,CHI,let's make the people stand up okay?,1.0,
17525,Suppes/030003.cha,CHI,let's make the little doggy stand up and the mother stand up.,1.0,
17526,Suppes/030003.cha,CHI,oh baby you're so cute.,1.0,
17527,Suppes/030003.cha,CHI,baby.,,
17528,Suppes/030003.cha,CAR,what's the baby doing?,,
17529,Suppes/030003.cha,CHI,crying.,,
17530,Suppes/030003.cha,CAR,why is she crying?,,
17531,Suppes/030003.cha,CHI,cause the baby is crying.,1.0,
17532,Suppes/030003.cha,CHI,cause she hurt herself.,1.0,
17533,Suppes/030003.cha,CAR,how did he hurt himself?,,
17534,Suppes/030003.cha,CHI,how?,,
17535,Suppes/030003.cha,CAR,yeah.,,
17536,Suppes/030003.cha,CHI,why?,,
17537,Suppes/030003.cha,CAR,why is he crying?,,
17538,Suppes/030003.cha,CHI,why?,,
17539,Suppes/030003.cha,CAR,yes.,,
17540,Suppes/030003.cha,CHI,cause he hit himself by a baseball man.,-1.0,
17541,Suppes/030003.cha,CAR,he what?,,
17542,Suppes/030003.cha,CHI,he hit himself by a baseball man.,-1.0,
17543,Suppes/030003.cha,CAR,he got hit by a baseball man?,,
17544,Suppes/030003.cha,CHI,yup.,,
17545,Suppes/030003.cha,CAR,how did that happen?,,
17546,Suppes/030003.cha,CHI,cause he did.,-1.0,
17547,Suppes/030003.cha,CAR,where was he?,,
17548,Suppes/030003.cha,CHI,in the baseball place.,1.0,
17549,Suppes/030003.cha,CAR,and the baseball hit him?,,
17550,Suppes/030003.cha,CHI,yup.,,
17551,Suppes/030003.cha,CAR,oh who's that that you just took out?,,
17552,Suppes/030003.cha,CHI,a little boy.,1.0,
17553,Suppes/030003.cha,CAR,oh that looks like a daddy to me.,,
17554,Suppes/030003.cha,CHI,that's a daddy.,1.0,
