,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
14805,Thomas/021011.cha,CAR,when you get very hot your hair sticks to your head doesn't it?,,
14806,Thomas/021011.cha,CAR,you get very sweaty.,,
14807,Thomas/021011.cha,CAR,okay.,,
14808,Thomas/021011.cha,CAR,how's that.,,
14809,Thomas/021011.cha,CHI,get down.,0,
14810,Thomas/021011.cha,CAR,get down.,,
14811,Thomas/021011.cha,CHI,on the floor.,1,
14812,Thomas/021011.cha,CAR,Thomas.,,
14813,MacWhinney/020817d.cha,CAR,what goes on at preschool.,,
14814,MacWhinney/020817d.cha,CHI,um um the kids get on the preschool.,-1,"tense_aspect, preposition"
14815,MacWhinney/020817d.cha,CAR,yeah.,,
14816,MacWhinney/020817d.cha,CAR,do they go around the merry go round?,,
14817,MacWhinney/020817d.cha,CHI,huh.,,
14818,MacWhinney/020817d.cha,CAR,I pushed real fast and what happened?,,
14819,MacWhinney/020817d.cha,CHI,the little boy fell.,1,
14820,MacWhinney/020817d.cha,CAR,he jumped off and then what happened?,,
14821,MacWhinney/020817d.cha,CHI,um he hurt hisself.,-1,other
14822,MacWhinney/020817d.cha,CAR,what happened next?,,
14823,MacWhinney/020817d.cha,CHI,the boy going to get a band-aid.,-1,present_progressive
14824,MacWhinney/020817d.cha,CAR,when are gramma and granpa going to come.,,
14825,MacWhinney/020817d.cha,CHI,yeah.,,
14826,MacWhinney/020817d.cha,CAR,when.,,
14827,MacWhinney/020817d.cha,CHI,christmas.,,
14828,MacWhinney/020817d.cha,CAR,what are they going to do?,,
14829,MacWhinney/020817d.cha,CHI,they're going to sing Happy Birthday.,1,
14830,MacWhinney/020817d.cha,CAR,uhuh.,,
14831,MacWhinney/020817d.cha,CAR,what's going to be on the ground?,,
14832,MacWhinney/020817d.cha,CHI,the the snow going to be on the ground.,-1,auxiliary
14833,MacWhinney/020817d.cha,CHI,I'm the kangaroo.,1,
14834,MacWhinney/020817d.cha,CHI,I'm the turtle.,1,
14835,MacWhinney/020817d.cha,CHI,I'm Dinky the doggie.,1,
14836,MacWhinney/020817d.cha,CHI,Marky's going to be Dinky.,1,
14837,MacWhinney/020817d.cha,CHI,"no, Marky's going to be a baby.",1,
14838,MacWhinney/020817d.cha,CHI,Marky's going to be a doggie.,1,
14839,MacWhinney/020817d.cha,CAR,what's going to happen with the man?,,
14840,MacWhinney/020817d.cha,CHI,he's going to fall down.,1,
14841,MacWhinney/020817d.cha,CAR,he's going to fall down.,,
14842,MacWhinney/020817d.cha,CAR,how come?,,
14843,MacWhinney/020817d.cha,CHI,cause.,,
14844,MacWhinney/020817d.cha,CHI,the boy's going to get the other boy.,1,
14845,MacWhinney/020817d.cha,CAR,I told you he might fall off.,,
14846,MacWhinney/020817d.cha,CHI,he fall down again.,-1,tense_aspect
14847,MacWhinney/020817d.cha,CAR,what's going to happen?,,
14848,MacWhinney/020817d.cha,CHI,the the car the white car going to get the tractor.,-1,tense_aspect
14849,MacWhinney/020817d.cha,CAR,the race car's going to get the tractor.,,
14850,MacWhinney/020817d.cha,CHI,yeah I better hurry up.,1,
14851,MacWhinney/020817d.cha,CHI,the tractor the tractor the race car's going to fall the tractor.,-1,preposition
14852,MacWhinney/020817d.cha,CAR,what are you going to do?,,
14853,MacWhinney/020817d.cha,CHI,he's going to knock him over.,1,
14854,MacWhinney/020817d.cha,CHI,no he's he's not going to knock.,1,
14855,MacWhinney/020817d.cha,CHI,he's going to hold on.,1,
14856,MacWhinney/020817d.cha,CAR,whose going to hold on.,,
14857,MacWhinney/020817d.cha,CHI,he's going to hold on.,1,
14858,MacWhinney/020817d.cha,CAR,which one?,,
14859,MacWhinney/020817d.cha,CHI,that boy going to hold on.,-1,auxiliary
14860,MacWhinney/020817d.cha,CHI,I breaked the door yesterday.,-1,tense_aspect
14861,MacWhinney/020817d.cha,CHI,this is Marky's hat.,1,
14862,MacWhinney/020817d.cha,CHI,this is my Marky's hat.,1,
14863,MacWhinney/020817d.cha,CHI,tadah!,,
14864,MacWhinney/020817d.cha,CHI,let's talk about the Hulk.,1,
14865,MacWhinney/020817d.cha,CAR,let's talk about the Hulk okay.,,
14866,MacWhinney/020817d.cha,CAR,what happens?,,
14867,MacWhinney/020817d.cha,CHI,the Hulk Doctor David Banner take his shirt off and be the be the Hulk.,-1,"tense_aspect, other"
14868,MacWhinney/020817d.cha,CAR,why is Doctor David Banner a Hulk.,,
14869,MacWhinney/020817d.cha,CHI,because somebody scare him.,-1,tense_aspect
14870,MacWhinney/020817d.cha,CHI,he's going to shoot he's going to be dead.,1,
14871,MacWhinney/020817d.cha,CAR,okay.,,
14872,MacWhinney/020817d.cha,CAR,now tell me about the Hulk.,,
14873,MacWhinney/020817d.cha,CHI,the Hulk going to get the man.,-1,auxiliary
14874,MacWhinney/020817d.cha,CAR,uhhuh.,,
14875,MacWhinney/020817d.cha,CHI,yeah.,,
14876,MacWhinney/020817d.cha,CAR,"uhhuh, what is he going to.",,
14877,MacWhinney/020817d.cha,CAR,is he going to put him in the air?,,
14878,MacWhinney/020817d.cha,CHI,yeah.,,
14879,MacWhinney/020817d.cha,CAR,what is he going to do?,,
14880,MacWhinney/020817d.cha,CHI,he's going to be the Hulk.,1,
14881,MacWhinney/020817d.cha,CAR,Ross said.,,
14882,MacWhinney/020817d.cha,CHI,he going to put up the man up on the air.,-1,"auxiliary, preposition"
14883,MacWhinney/020817d.cha,CAR,put up the man up on the air.,,
14884,MacWhinney/020817d.cha,CAR,right?,,
14885,MacWhinney/020817d.cha,CHI,yeah.,,
14886,MacWhinney/020817d.cha,CAR,he's going to put up the man up on the air.,,
14887,MacWhinney/020817d.cha,CAR,"no, how is he what is he going to do?",,
14888,MacWhinney/020817d.cha,CHI,pick up the pick up on the air.,-1,"subject, tense_aspect, object"
14889,MacWhinney/020817d.cha,CAR,he's going to put the man up in the air.,,
14890,MacWhinney/020817d.cha,CHI,yeah.,,
14891,MacWhinney/020817d.cha,CAR,put him up in the air.,,
14892,MacWhinney/020817d.cha,CAR,pick up the man in the air.,,
14893,MacWhinney/020817d.cha,CAR,"yeah, but that's not right.",,
14894,MacWhinney/020817d.cha,CAR,that's not right.,,
14895,MacWhinney/020817d.cha,CAR,you don't say pick up the man on the air.,,
14896,MacWhinney/020817d.cha,CAR,you just say he's going to pick the man up.,,
14897,MacWhinney/020817d.cha,CHI,yeah.,,
14898,MacWhinney/020817d.cha,CAR,and put him in the air.,,
14899,MacWhinney/020817d.cha,CHI,yeah.,,
14900,MacWhinney/020817d.cha,CAR,"okay, say that.",,
14901,MacWhinney/020817d.cha,CHI,pick up pick up the air.,-1,"subject, tense_aspect"
14902,MacWhinney/020817d.cha,CAR,pick up the man.,,
14903,MacWhinney/020817d.cha,CHI,yeah.,,
14904,MacWhinney/020817d.cha,CAR,and put him in the air.,,
14905,MacWhinney/020817d.cha,CHI,yeah.,,
14906,MacWhinney/020817d.cha,CAR,you say that.,,
14907,MacWhinney/020817d.cha,CHI,and the Hulk pick up him and then put him in the air.,-1,"tense_aspect, other"
14908,MacWhinney/020817d.cha,CAR,very good.,,
14909,MacWhinney/020817d.cha,CAR,"fine, that's good Ross.",,
14910,MacWhinney/020817d.cha,CAR,you did a good job.,,
14911,MacWhinney/020817d.cha,CHI,and why why why does Doctor David Banner gets mad?,-1,tense_aspect
14912,MacWhinney/020817d.cha,CAR,"oh, because someone scares him.",,
14913,MacWhinney/020817d.cha,CHI,why?,,
14914,MacWhinney/020817d.cha,CAR,"well, they're mean.",,
14915,MacWhinney/020817d.cha,CAR,some some bad person scares him.,,
14916,MacWhinney/020817d.cha,CHI,yeah.,,
14917,MacWhinney/020817d.cha,CAR,wants to do something bad.,,
14918,MacWhinney/020817d.cha,CAR,somebody does something bad to Doctor David Banner.,,
14919,MacWhinney/020817d.cha,CHI,why?,,
14920,MacWhinney/020817d.cha,CAR,"oh, there are a lot of bad people.",,
14921,MacWhinney/020817d.cha,CAR,a lot of.,,
14922,MacWhinney/020817d.cha,CAR,not everyone is Charlie Patina.,,
14923,MacWhinney/020817d.cha,CAR,what?,,
14924,MacWhinney/020817d.cha,CAR,not everyone is Charlie Patina.,,
14925,MacWhinney/020817d.cha,CAR,who's ever heard that?,,
14926,MacWhinney/020817d.cha,CHI,hey daddy hey daddy Doctor David Banner talk too much much?,-1,auxiliary
14927,MacWhinney/020817d.cha,CAR,Doctor David Banner talk too much?,,
14928,MacWhinney/020817d.cha,CHI,yeah.,,
14929,MacWhinney/020817d.cha,CAR,yeah.,,
14930,MacWhinney/020817d.cha,CAR,he does?,,
14931,MacWhinney/020817d.cha,CHI,yeah.,,
14932,MacWhinney/020817d.cha,CAR,how come?,,
14933,MacWhinney/020817d.cha,CHI,because he turn out the Hulk.,-1,"tense_aspect, preposition"
14934,MacWhinney/020817d.cha,CAR,he talks too much?,,
14935,MacWhinney/020817d.cha,CAR,he talks too much.,,
14936,MacWhinney/020817d.cha,CAR,he does?,,
14937,MacWhinney/020817d.cha,CHI,um um and Doctor David Banner turn in the Hulk.,-1,tense_aspect
14938,MacWhinney/020817d.cha,CAR,"turn into a Hulk, not turned onto a Hulk.",,
14939,EllisWeismer/LT/30pc/22098.cha,CHI,hey it's my nose.,1,
14940,EllisWeismer/LT/30pc/22098.cha,CHI,this my nose.,-1,verb
14941,EllisWeismer/LT/30pc/22098.cha,CAR,yeah.,,
14942,EllisWeismer/LT/30pc/22098.cha,CAR,he's got a hat on huh?,,
14943,EllisWeismer/LT/30pc/22098.cha,CHI,no what?,0,
14944,EllisWeismer/LT/30pc/22098.cha,CHI,look look it.,-1,preposition
14945,EllisWeismer/LT/30pc/22098.cha,CAR,those are teeth.,,
14946,EllisWeismer/LT/30pc/22098.cha,CAR,you could take the tongue out and put teeth in instead.,,
14947,EllisWeismer/LT/30pc/22098.cha,CHI,it's happy.,1,
14948,EllisWeismer/LT/30pc/22098.cha,CAR,is that a happy mouth?,,
14949,EllisWeismer/LT/30pc/22098.cha,CAR,do you think this is a happy mouth too?,,
14950,EllisWeismer/LT/30pc/22098.cha,CHI,um.,,
14951,EllisWeismer/LT/30pc/22098.cha,CAR,do you think he needs glasses?,,
14952,EllisWeismer/LT/30pc/22098.cha,CAR,see there's glasses.,,
14953,EllisWeismer/LT/30pc/22098.cha,CAR,oh no he's sticking his tongue out.,,
14954,EllisWeismer/LT/30pc/22098.cha,CAR,some glasses.,,
14955,EllisWeismer/LT/30pc/22098.cha,CAR,and hook them on his ears.,,
14956,EllisWeismer/LT/30pc/22098.cha,CAR,does he look pretty funny with glasses?,,
14957,EllisWeismer/LT/30pc/22098.cha,CHI,hey.,,
14958,EllisWeismer/LT/30pc/22098.cha,CHI,this mommy.,-1,verb
14959,EllisWeismer/LT/30pc/22098.cha,CHI,this mommy mouth.,-1,"verb, possessive"
14960,EllisWeismer/LT/30pc/22098.cha,CAR,oh there's another one.,,
14961,EllisWeismer/LT/30pc/22098.cha,CAR,you can make another one see.,,
14962,EllisWeismer/LT/30pc/22098.cha,CHI,this happy daddy.,-1,verb
14963,EllisWeismer/LT/30pc/22098.cha,CAR,is that a happy daddy?,,
14964,EllisWeismer/LT/30pc/22098.cha,CHI,yes.,,
14965,EllisWeismer/LT/30pc/22098.cha,CAR,hm.,,
14966,EllisWeismer/LT/30pc/22098.cha,CHI,this happy mommy.,-1,verb
14967,EllisWeismer/LT/30pc/22098.cha,CAR,you wanna make the mommy one?,,
14968,EllisWeismer/LT/30pc/22098.cha,CHI,what?,,
14969,EllisWeismer/LT/30pc/22098.cha,CHI,like mommy teeth.,-1,"subject, verb, possessive"
14970,EllisWeismer/LT/30pc/22098.cha,CAR,like mommy's teeth?,,
14971,EllisWeismer/LT/30pc/22098.cha,CHI,hey mom.,1,
14972,EllisWeismer/LT/30pc/22098.cha,CHI,oh no is mine eyes.,-1,"subject, other"
14973,EllisWeismer/LT/30pc/22098.cha,CAR,where are my eyes?,,
14974,EllisWeismer/LT/30pc/22098.cha,CHI,here mine eyes.,-1,"verb, other"
14975,EllisWeismer/LT/30pc/22098.cha,CAR,well here's some eyeballs.,,
14976,EllisWeismer/LT/30pc/22098.cha,CAR,well do you think that looks like eyes too?,,
14977,EllisWeismer/LT/30pc/22098.cha,CAR,that could be eyes.,,
14978,EllisWeismer/LT/30pc/22098.cha,CAR,I think those are eyeballs.,,
14979,EllisWeismer/LT/30pc/22098.cha,CAR,uhoh I think they were upside down.,,
14980,EllisWeismer/LT/30pc/22098.cha,CAR,do you think she needs some feet to stand maybe?,,
14981,EllisWeismer/LT/30pc/22098.cha,CAR,oh is that the mommy mouth?,,
14982,EllisWeismer/LT/30pc/22098.cha,CAR,there's some feet.,,
14983,EllisWeismer/LT/30pc/22098.cha,CAR,here we'll push it down there.,,
14984,EllisWeismer/LT/30pc/22098.cha,CAR,what else does she have that she can play with?,,
14985,EllisWeismer/LT/30pc/22098.cha,CAR,what's that?,,
14986,EllisWeismer/LT/30pc/22098.cha,CHI,purse.,,
14987,EllisWeismer/LT/30pc/22098.cha,CAR,a purse.,,
14988,EllisWeismer/LT/30pc/22098.cha,CAR,do mommys carry purses or do daddys?,,
14989,EllisWeismer/LT/30pc/22098.cha,CHI,no mine mommy.,-1,other
14990,EllisWeismer/LT/30pc/22098.cha,CAR,your mommy.,,
14991,EllisWeismer/LT/30pc/22098.cha,CAR,oh you're going to put her purse inside?,,
14992,EllisWeismer/LT/30pc/22098.cha,CAR,hm.,,
14993,EllisWeismer/LT/30pc/22098.cha,CHI,it's my.,-1,object
14994,EllisWeismer/LT/30pc/22098.cha,CHI,is more mommy mo.,-1,"subject, other"
14995,EllisWeismer/LT/30pc/22098.cha,CAR,you have more mommys mouths.,,
14996,EllisWeismer/LT/30pc/22098.cha,CAR,oh daddy's got the smily mouth.,,
14997,EllisWeismer/LT/30pc/22098.cha,CAR,do you think that these are earrings maybe for ears?,,
14998,EllisWeismer/LT/30pc/22098.cha,CAR,I don't know.,,
14999,EllisWeismer/LT/30pc/22098.cha,CHI,um no.,1,
15000,EllisWeismer/LT/30pc/22098.cha,CAR,no?,,
15001,EllisWeismer/LT/30pc/22098.cha,CAR,what do you think those.,,
15002,EllisWeismer/LT/30pc/22098.cha,CAR,oh you know what?,,
15003,EllisWeismer/LT/30pc/22098.cha,CAR,she needs her ears first.,,
15004,EllisWeismer/LT/30pc/22098.cha,CAR,then you can put the earrings on.,,
15005,EllisWeismer/LT/30pc/22098.cha,CAR,are those ears do you think?,,
15006,EllisWeismer/LT/30pc/22098.cha,CHI,this nose.,-1,"verb, determiner"
15007,EllisWeismer/LT/30pc/22098.cha,CAR,well did you get her nose?,,
15008,EllisWeismer/LT/30pc/22098.cha,CAR,let's see her nose.,,
15009,EllisWeismer/LT/30pc/22098.cha,CAR,oh she's got a funny pink nose.,,
15010,EllisWeismer/LT/30pc/22098.cha,CAR,oops.,,
15011,EllisWeismer/LT/30pc/22098.cha,CAR,dad dropped his glasses.,,
15012,EllisWeismer/LT/30pc/22098.cha,CHI,what where daddy mouth.,-1,"verb, possessive"
15013,EllisWeismer/LT/30pc/22098.cha,CAR,you going to put daddy's mouth back on again?,,
15014,EllisWeismer/LT/30pc/22098.cha,CHI,this momma mouth.,-1,"verb, possessive"
15015,EllisWeismer/LT/30pc/22098.cha,CHI,ears.,,
15016,EllisWeismer/LT/30pc/22098.cha,CAR,are those ears?,,
15017,EllisWeismer/LT/30pc/22098.cha,CAR,momma ears.,,
15018,EllisWeismer/LT/30pc/22098.cha,CHI,here's mine ears.,-1,"sv_agreement, determiner"
15019,EllisWeismer/LT/30pc/22098.cha,CAR,here's my ears.,,
15020,EllisWeismer/LT/30pc/22098.cha,CAR,you know what?,,
15021,EllisWeismer/LT/30pc/22098.cha,CAR,here's the little yellow.,,
15022,EllisWeismer/LT/30pc/22098.cha,CAR,I think that one thing is a.,,
15023,EllisWeismer/LT/30pc/22098.cha,CHI,this momma hat.,-1,"verb, possessive"
15024,EllisWeismer/LT/30pc/22098.cha,CAR,momma's hat.,,
15025,EllisWeismer/LT/30pc/22098.cha,CAR,she's ready to go.,,
15026,EllisWeismer/LT/30pc/22098.cha,CHI,mommy what these go down?,-1,"auxiliary, other"
15027,EllisWeismer/LT/30pc/22098.cha,CAR,should we put the purse on her hand?,,
15028,EllisWeismer/LT/30pc/22098.cha,CHI,no here.,-1,other
15029,EllisWeismer/LT/30pc/22098.cha,CAR,you wanna put the purse inside?,,
15030,EllisWeismer/LT/30pc/22098.cha,CAR,okay.,,
15031,EllisWeismer/LT/30pc/22098.cha,CHI,a mouth.,0,
15032,EllisWeismer/LT/30pc/22098.cha,CAR,oh no.,,
15033,EllisWeismer/LT/30pc/22098.cha,CAR,did her mouth fall off?,,
15034,EllisWeismer/LT/30pc/22098.cha,CHI,no no what what.,1,
15035,EllisWeismer/LT/30pc/22098.cha,CAR,oh you wanna put the glasses on?,,
15036,EllisWeismer/LT/30pc/22098.cha,CHI,yeah.,,
15037,EllisWeismer/LT/30pc/22098.cha,CAR,oh they're kinda hard to get to stay on aren't they?,,
15038,EllisWeismer/LT/30pc/22098.cha,CAR,there.,,
15039,EllisWeismer/LT/30pc/22098.cha,CAR,you want the hat back on?,,
15040,EllisWeismer/LT/30pc/22098.cha,CAR,you know I think these are earrings.,,
15041,EllisWeismer/LT/30pc/22098.cha,CAR,you can clip them on like earrings.,,
15042,EllisWeismer/LT/30pc/22098.cha,CAR,see cause mommys wear earrings sometimes.,,
15043,EllisWeismer/LT/30pc/22098.cha,CHI,oh.,,
15044,EllisWeismer/LT/30pc/22098.cha,CAR,you made them.,,
15045,EllisWeismer/LT/30pc/22098.cha,CAR,there they are.,,
15046,EllisWeismer/LT/30pc/22098.cha,CAR,going to fix her earring?,,
15047,EllisWeismer/LT/30pc/22098.cha,CAR,oh you're going to take and put her earring on her other ear.,,
15048,EllisWeismer/LT/30pc/22098.cha,CAR,good job.,,
15049,EllisWeismer/LT/30pc/22098.cha,CAR,there's her hat.,,
15050,EllisWeismer/LT/30pc/22098.cha,CAR,the earrings are kinda tricky.,,
15051,EllisWeismer/LT/30pc/22098.cha,CAR,can you do that?,,
15052,EllisWeismer/LT/30pc/22098.cha,CAR,hm I'll hold her and you can put it in.,,
15053,EllisWeismer/LT/30pc/22098.cha,CAR,good.,,
15054,EllisWeismer/LT/30pc/22098.cha,CAR,almost.,,
15055,EllisWeismer/LT/30pc/22098.cha,CAR,watch.,,
15056,EllisWeismer/LT/30pc/22098.cha,CAR,go like this.,,
15057,EllisWeismer/LT/30pc/22098.cha,CAR,good job.,,
15058,EllisWeismer/LT/30pc/22098.cha,CAR,there.,,
15059,EllisWeismer/LT/30pc/22098.cha,CAR,she ready?,,
15060,EllisWeismer/LT/30pc/22098.cha,CAR,we got an extra tongue.,,
15061,EllisWeismer/LT/30pc/22098.cha,CHI,that's daddy take tongue.,-1,"possessive, determiner"
15062,EllisWeismer/LT/30pc/22098.cha,CAR,daddy's going to take the tongue?,,
15063,EllisWeismer/LT/30pc/22098.cha,CAR,okay.,,
15064,EllisWeismer/LT/30pc/22098.cha,CHI,no mommy going take tongue.,-1,"auxiliary, tense_aspect, determiner"
15065,EllisWeismer/LT/30pc/22098.cha,CAR,oh the mom's going to take the tongue.,,
15066,EllisWeismer/LT/30pc/22098.cha,CAR,what's the daddy got inside?,,
15067,EllisWeismer/LT/30pc/22098.cha,CAR,what's this?,,
15068,EllisWeismer/LT/30pc/22098.cha,CAR,hm.,,
15069,EllisWeismer/LT/30pc/22098.cha,CHI,hm.,,
15070,EllisWeismer/LT/30pc/22098.cha,CAR,think that goes on the hat?,,
15071,EllisWeismer/LT/30pc/22098.cha,CAR,I don't know.,,
15072,EllisWeismer/LT/30pc/22098.cha,CHI,this.,,
15073,EllisWeismer/LT/30pc/22098.cha,CAR,oops did it come off?,,
15074,EllisWeismer/LT/30pc/22098.cha,CAR,uhoh.,,
15075,EllisWeismer/LT/30pc/22098.cha,CAR,uhoh look.,,
15076,EllisWeismer/LT/30pc/22098.cha,CAR,he lost his arm.,,
15077,EllisWeismer/LT/30pc/22098.cha,CAR,oh no he's coming apart.,,
15078,EllisWeismer/LT/30pc/22098.cha,CAR,he lost his nose.,,
15079,EllisWeismer/LT/30pc/22098.cha,CAR,where'd his nose go?,,
15080,EllisWeismer/LT/30pc/22098.cha,CHI,where my nose?,-1,verb
15081,EllisWeismer/LT/30pc/22098.cha,CAR,where's my nose?,,
15082,EllisWeismer/LT/30pc/22098.cha,CAR,yeah where is my nose?,,
15083,EllisWeismer/LT/30pc/22098.cha,CAR,did you put the nose inside?,,
15084,EllisWeismer/LT/30pc/22098.cha,CHI,no.,,
15085,EllisWeismer/LT/30pc/22098.cha,CAR,no.,,
15086,EllisWeismer/LT/30pc/22098.cha,CAR,oops look.,,
15087,EllisWeismer/LT/30pc/22098.cha,CAR,the daddy can have a mustache.,,
15088,EllisWeismer/LT/30pc/22098.cha,CAR,oh you've got the nose in his your hand.,,
15089,EllisWeismer/LT/30pc/22098.cha,CAR,you've got the nose in your hand.,,
15090,EllisWeismer/LT/30pc/22098.cha,CAR,yep.,,
15091,EllisWeismer/LT/30pc/22098.cha,CHI,oh.,,
15092,EllisWeismer/LT/30pc/22098.cha,CAR,want the daddy to have a mustache?,,
15093,EllisWeismer/LT/30pc/22098.cha,CHI,no.,,
15094,EllisWeismer/LT/30pc/22098.cha,CAR,no?,,
15095,EllisWeismer/LT/30pc/22098.cha,CAR,you wanna see what it looks like?,,
15096,EllisWeismer/LT/30pc/22098.cha,CHI,no.,,
15097,EllisWeismer/LT/30pc/22098.cha,CAR,no okay.,,
15098,EllisWeismer/LT/30pc/22098.cha,CAR,sorry.,,
15099,EllisWeismer/LT/30pc/22098.cha,CAR,there.,,
15100,EllisWeismer/LT/30pc/22098.cha,CHI,put daddy glass on.,-1,"subject, possessive"
15101,EllisWeismer/LT/30pc/22098.cha,CAR,you wanna put dad's glasses on?,,
15102,EllisWeismer/LT/30pc/22098.cha,CAR,okay.,,
15103,EllisWeismer/LT/30pc/22098.cha,CAR,ready to go.,,
15104,EllisWeismer/LT/30pc/22098.cha,CAR,tadah.,,
15105,EllisWeismer/LT/30pc/22098.cha,CHI,mommy's going take purse.,-1,"tense_aspect, determiner"
15106,EllisWeismer/LT/30pc/22098.cha,CAR,yeah.,,
15107,EllisWeismer/LT/30pc/22098.cha,CHI,mommy go in cow.,-1,"present_progressive, determiner, object"
15108,EllisWeismer/LT/30pc/22098.cha,CAR,mommy's going where?,,
15109,EllisWeismer/LT/30pc/22098.cha,CHI,cow.,,
15110,EllisWeismer/LT/30pc/22098.cha,CAR,oh.,,
15111,EllisWeismer/LT/30pc/22098.cha,CHI,go in cow.,-1,"subject, present_progressive, determiner, object"
15112,EllisWeismer/LT/30pc/22098.cha,CHI,go in cow barn.,-1,"subject, present_progressive, determiner"
15113,EllisWeismer/LT/30pc/22098.cha,CAR,she's going to the cow barn?,,
15114,EllisWeismer/LT/30pc/22098.cha,CAR,oh.,,
15115,EllisWeismer/LT/30pc/22098.cha,CAR,do you wanna open it?,,
15116,EllisWeismer/LT/30pc/22098.cha,CAR,this opens.,,
15117,EllisWeismer/LT/30pc/22098.cha,CAR,there's a latch on the side.,,
15118,EllisWeismer/LT/30pc/22098.cha,CAR,if you lift it up it'll open.,,
15119,EllisWeismer/LT/30pc/22098.cha,CAR,see.,,
15120,EllisWeismer/LT/30pc/22098.cha,CAR,oh that's a very cool barn.,,
15121,EllisWeismer/LT/30pc/22098.cha,CHI,this this sheeps go in.,-1,"plural, other"
15122,EllisWeismer/LT/30pc/22098.cha,CAR,the sheeps go there?,,
15123,EllisWeismer/LT/30pc/22098.cha,CAR,you know what?,,
15124,EllisWeismer/LT/30pc/22098.cha,CAR,are there some sheep maybe in this bag?,,
15125,EllisWeismer/LT/30pc/22098.cha,CHI,yes.,,
15126,EllisWeismer/LT/30pc/22098.cha,CAR,yeah.,,
15127,EllisWeismer/LT/30pc/22098.cha,CAR,are the sheep saying?,,
15128,EllisWeismer/LT/30pc/22098.cha,CHI,there baby sheeps.,-1,"verb, plural"
15129,EllisWeismer/LT/30pc/22098.cha,CAR,yeah.,,
15130,EllisWeismer/LT/30pc/22098.cha,CAR,what do you think would go in there?,,
15131,EllisWeismer/LT/30pc/22098.cha,CHI,um baby sheeps.,0,
15132,EllisWeismer/LT/30pc/22098.cha,CAR,yeah.,,
15133,EllisWeismer/LT/30pc/22098.cha,CAR,oh yeah there's our firemen aren't they?,,
15134,EllisWeismer/LT/30pc/22098.cha,CAR,do you think the chicken would go in the nest?,,
15135,EllisWeismer/LT/30pc/22098.cha,CAR,yeah.,,
15136,EllisWeismer/LT/30pc/22098.cha,CHI,mommy mommy want him go here?,-1,"subject, auxiliary, tense_aspect"
15137,EllisWeismer/LT/30pc/22098.cha,CAR,you want him to go in there?,,
15138,EllisWeismer/LT/30pc/22098.cha,CAR,okay.,,
15139,EllisWeismer/LT/30pc/22098.cha,CHI,want sheeps to go here.,-1,"subject, determiner, plural"
15140,EllisWeismer/LT/30pc/22098.cha,CAR,you want the sheeps to go inside.,,
15141,EllisWeismer/LT/30pc/22098.cha,CAR,yeah there's another sheep here.,,
15142,EllisWeismer/LT/30pc/22098.cha,CAR,oh this looks like the baby sheep.,,
15143,EllisWeismer/LT/30pc/22098.cha,CAR,the mommy and that ones a baby.,,
15144,EllisWeismer/LT/30pc/22098.cha,CHI,mommy go.,-1,tense_aspect
