,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
3635,Suppes/021006.cha,CHI,on your head.,1,
3636,Suppes/021006.cha,CHI,put it on your knee.,0,
3637,Suppes/021006.cha,CHI,oh that's a funny place for a knee.,1,
3638,Suppes/021006.cha,CHI,that's a funny place.,1,
3639,Suppes/021006.cha,CHI,it's a hat.,1,
3640,Suppes/021006.cha,CHI,now.,,
3641,Suppes/021006.cha,CHI,it's a hat.,1,
3642,Suppes/021006.cha,CAR,where is the snake?,,
3643,Suppes/021006.cha,CHI,it's a it's a hat.,1,
3644,Suppes/021006.cha,CAR,he's going to bite your belly button.,,
3645,Suppes/021006.cha,CHI,Mommy.,,
3646,Suppes/021006.cha,CHI,Mommy.,,
3647,Suppes/021006.cha,CHI,what was that?,1,
3648,Suppes/021006.cha,CHI,oh.,,
3649,Suppes/021006.cha,CHI,I wanna put her on there.,1,
3650,Suppes/021006.cha,CHI,shoulder.,,
3651,Suppes/021006.cha,CAR,where's the snake?,,
3652,Suppes/021006.cha,CHI,on her shoulder.,1,
3653,Suppes/021006.cha,CAR,on the dolly's shoulder?,,
3654,Suppes/021006.cha,CHI,yeah.,,
3655,Suppes/021006.cha,CAR,oh my goodness.,,
3656,Suppes/021006.cha,CHI,that's a funny place for a snake.,1,
3657,Suppes/021006.cha,CHI,I will put this on the snake because it's red.,1,
3658,Suppes/021006.cha,CAR,okay.,,
3659,Suppes/021006.cha,CHI,now what we going to do with the play dough?,-1,auxiliary
3660,Suppes/021006.cha,CAR,what do you wanna make next?,,
3661,Suppes/021006.cha,CHI,dog and a cat.,-1,determiner
3662,Suppes/021006.cha,CAR,okay you make a dog and I'll make a cat?,,
3663,Suppes/021006.cha,CHI,yup.,,
3664,Suppes/021006.cha,CHI,I can't know how to make a dog.,0,
3665,Suppes/021006.cha,CAR,you don't know how?,,
3666,Suppes/021006.cha,CAR,well you can just pretend.,,
3667,Suppes/021006.cha,CAR,try.,,
3668,Suppes/021006.cha,CAR,here's some ears.,,
3669,Suppes/021006.cha,CHI,play.,,
3670,Suppes/021006.cha,CAR,what's that?,,
3671,Suppes/021006.cha,CHI,a vitamin pill.,1,
3672,Suppes/021006.cha,CAR,vitamin pill.,,
3673,Suppes/021006.cha,CAR,hey you forgot to take your vitamins today.,,
3674,Suppes/021006.cha,CAR,we'll have to take one before going out.,,
3675,Suppes/021006.cha,CHI,yup.,,
3676,Suppes/021006.cha,CAR,okay what's this?,,
3677,Suppes/021006.cha,CHI,oh what is that?,1,
3678,Suppes/021006.cha,CAR,a little kitty.,,
3679,Suppes/021006.cha,CHI,and you make a dog with this now.,1,
3680,Suppes/021006.cha,CHI,okay?,,
3681,Suppes/021006.cha,CAR,are you going to make some food for the dog?,,
3682,Suppes/021006.cha,CHI,yup.,,
3683,Suppes/021006.cha,CAR,what are you going to make for the dog to eat?,,
3684,Suppes/021006.cha,CHI,this is for the dog to eat.,1,
3685,Suppes/021006.cha,CHI,see on this in this plate.,-1,preposition
3686,Suppes/021006.cha,CAR,what is he going to eat?,,
3687,Suppes/021006.cha,CHI,dog food.,1,
3688,Suppes/021006.cha,CHI,this is dog food.,1,
3689,Suppes/021006.cha,CHI,okay.,,
3690,Suppes/021006.cha,CHI,this is dog food.,1,
3691,Suppes/021006.cha,CAR,I see.,,
3692,Suppes/021006.cha,CAR,where are you putting it?,,
3693,Suppes/021006.cha,CHI,in his plate.,1,
3694,Suppes/021006.cha,CHI,this is dog food okay?,1,
3695,Suppes/021006.cha,CAR,ummhm.,,
