id,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
9078271,24748,[CAR],because I think there was too much for the horse to eat.,,,30.0
9078287,24748,[CHI],yes.,,,30.0
9078301,24748,[CAR],we could always ask the train driver if he'd take that little bit of grated carrot to the paddock so that when the horse wants to eat it he has got some.,,,30.0
9078341,24748,[CHI],out cab.,-1.0,other,30.0
9078352,24748,[CAR],he has got out of the cab has he?,,,30.0
9078369,24748,[CHI],yes.,,,30.0
9078381,24748,[CHI],it.,,,30.0
9078413,24748,[CHI],and out the cab.,-1.0,preposition,30.0
9078430,24748,[CAR],he has put it into the cart has he?,,,30.0
9078457,24748,[CHI],yes.,,,30.0
9078472,24748,[CAR],I bet you can't count the pieces of grated carrot can you?,,,30.0
9078489,24748,[CHI],no.,,,30.0
9078507,24748,[CAR],too many aren't there?,,,30.0
9078525,24748,[CAR],but did you see how we changed the long orange carrots into rounds and into strips and we grated it?,,,30.0
9078546,24748,[CHI],into the yellow cup.,1.0,,30.0
9078561,24748,[CAR],into the yellow cup.,,,30.0
9078578,24748,[CAR],it's the isn't it?,,,30.0
9078591,24748,[CAR],it's sposta be nice shiny brass but I've not cleaned it so it looks as you rightly say a mucky dull yellow.,,,30.0
9078619,24748,[CAR],oh Thomas.,,,30.0
9078654,24748,[CAR],has he got to deliver all the apples as well?,,,30.0
9078674,24748,[CHI],yes.,,,30.0
9078691,24748,[CAR],his trailer's here.,,,30.0
9078710,24748,[CAR],look.,,,30.0
9078730,24748,[CAR],carrot begins with a letter c.,,,30.0
9078744,24748,[CAR],oh no.,,,30.0
9078759,24748,[CAR],like cat.,,,30.0
9078775,24748,[CAR],c for cat and c for carrot.,,,30.0
9078786,24748,[CAR],and c for caterpillar.,,,30.0
9078801,24748,[CAR],you've got a caterpillar on your bib haven't you?,,,30.0
9078816,24748,[CAR],and c for cup.,,,30.0
9078829,24748,[CHI],bib off.,-1.0,other,30.0
9078845,24748,[CAR],you want your bib off.,,,30.0
9078860,24748,[CAR],Thomas c for carrot.,,,30.0
9078868,24748,[CAR],c for cat.,,,30.0
9078884,24748,[CAR],c for cup.,,,30.0
9078898,24748,[CAR],c for container.,,,30.0
9078926,24748,[CAR],this is a container a plastic container.,,,30.0
9078942,24748,[CAR],oh no.,,,30.0
9078959,24748,[CAR],don't bang.,,,30.0
9078968,24748,[CAR],and c for colander.,,,30.0
9078984,24748,[CHI],no.,,,30.0
9079009,24748,[CHI],a colander.,,,30.0
9079023,24748,[CAR],oh no.,,,30.0
9079049,24748,[CAR],the colander's busy now.,,,30.0
9079067,24748,[CAR],the carrots have got to go into the freezer.,,,30.0
9079088,24748,[CAR],and do you know what it is in the freezer?,,,30.0
9079115,24748,[CAR],cold.,,,30.0
9079134,24748,[CAR],that's another c.,,,30.0
9079150,24748,[CAR],the carrots are going into a container and they're going somewhere cold.,,,30.0
9079171,24748,[CAR],is that right?,,,30.0
9079187,24748,[CHI],no.,,,30.0
9079201,24748,[CHI],ready.,,,30.0
9079208,24748,[CHI],skip.,,,30.0
9079223,24748,[CHI],skip.,,,30.0
9079238,24748,[CAR],they're going into a skip.,,,30.0
9079257,24748,[CHI],no skip.,-1.0,"subject, verb",30.0
9079277,24748,[CHI],no skip.,-1.0,"subject, verb",30.0
9079289,24748,[CAR],no skip.,,,30.0
9079308,24748,[CHI],no.,,,30.0
9079319,24748,[CAR],we haven't got a skip have we?,,,30.0
9079335,24748,[CHI],no.,,,30.0
9079352,24748,[CAR],could this be the skip?,,,30.0
9079370,24748,[CHI],yes.,,,30.0
9079384,24748,[CAR],yes.,,,30.0
9079400,24748,[CAR],that would make a good skip wouldn't it?,,,30.0
9079414,24748,[CHI],what's this?,1.0,,30.0
9079433,24748,[CAR],and the other thing beginning with c c is cut.,,,30.0
9079457,24748,[CAR],which is what we were doing with the knife we were.,,,30.0
9079497,24748,[CAR],cutting.,,,30.0
9079517,24748,[CAR],oh darling what's the matter?,,,30.0
9079534,24748,[CHI],oh the carrots.,0.0,,30.0
9079546,24748,[CAR],carrots.,,,30.0
9079564,24748,[CAR],well the carrots have gone now.,,,30.0
9079585,24748,[CAR],c for cut.,,,30.0
9079601,24748,[CAR],c for chop.,,,30.0
9079622,24748,[CAR],c for carrot.,,,30.0
9079675,24748,[CAR],there's carrots there.,,,30.0
9079692,24748,[CAR],look.,,,30.0
9079714,24748,[CHI],no.,,,30.0
9079749,24748,[CAR],oh no.,,,30.0
9079768,24748,[CAR],if you're going to start putting things on the floor that's not nice is it?,,,30.0
9079786,24748,[CAR],and the other thing that begins with c c for clean up.,,,30.0
9079821,24748,[CAR],and c for cry.,,,30.0
9079837,24748,[CAR],which is what you're doing.,,,30.0
9079864,24748,[CHI],oh.,,,30.0
9079882,24748,[CAR],you've just banged your head but that was your own fault.,,,30.0
9079907,24748,[CAR],and c for clang clang.,,,30.0
9079924,24748,[CAR],oh clang.,,,30.0
9079939,24748,[CAR],oh crash.,,,30.0
9079954,24748,[CAR],that's another word beginning with c.,,,30.0
9079975,24748,[CAR],oh clang.,,,30.0
9079990,24748,[CHI],clang.,,,30.0
9080004,24748,[CAR],clang.,,,30.0
9080037,24748,[CAR],crash.,,,30.0
9080073,24748,[CAR],oh you're a noisy boy now aren't you?,,,30.0
9080093,24748,[CAR],oh what a noisy boy.,,,30.0
9080111,24748,[CHI],sweeping up.,-1.0,"subject, auxiliary",30.0
9080125,24748,[CAR],oh you're sweeping up again.,,,30.0
9080142,24748,[CAR],oh would you like the brush?,,,30.0
9080160,24748,[CHI],yes.,,,30.0
9080175,24748,[CAR],there you are.,,,30.0
9080192,24748,[CHI],yes.,,,30.0
9080210,24748,[CHI],sweep sweep sweep.,-1.0,other,30.0
9080235,24748,[CAR],sweep sweep sweep.,,,30.0
9080253,24748,[CAR],oh Thomas not onto the floor.,,,30.0
9080269,24748,[CAR],you don't sweep onto the floor.,,,30.0
9080282,24748,[CAR],look.,,,30.0
9080290,24748,[CAR],hold this with one hand and sweep with the other.,,,30.0
9080304,24748,[CAR],like this.,,,30.0
9080328,24748,[CAR],look.,,,30.0
9080341,24748,[CAR],just let me show you.,,,30.0
9080357,24748,[CAR],look.,,,30.0
9080379,24748,[CAR],hold it with this hand and with this hand sweep sweep sweep.,,,30.0
9080401,24748,[CAR],like a dustpan and brush.,,,30.0
9080425,24748,[CAR],that's got to be lower than the table.,,,30.0
9080441,24748,[CAR],sweep sweep sweep.,,,30.0
9080496,24748,[CAR],oh darling you're a tired boy aren't you?,,,30.0
9080504,24748,[CAR],that's what happens when you go to toddler group.,,,30.0
9080519,24748,[CAR],you run round there so much and we walk home.,,,30.0
9080536,24748,[CAR],are you tired?,,,30.0
9080551,24748,[CHI],no.,,,30.0
9080581,24748,[CAR],you tired baby.,,,30.0
9080622,24748,[CAR],what's the matter?,,,30.0
9080637,24748,[CHI],oh.,,,30.0
9080653,24748,[CAR],oh dear.,,,30.0
9080670,24748,[CAR],everything's getting too much isn't it?,,,30.0
9080693,24748,[CAR],now.,,,30.0
9080711,24748,[CAR],everything's a real nuisance.,,,30.0
9080738,24748,[CHI],oh done it.,-1.0,"subject, auxiliary",30.0
9080751,24748,[CAR],you've done it.,,,30.0
9080770,24748,[CHI],yes.,,,30.0
9080786,24748,[CAR],oh what have you done?,,,30.0
9080804,24748,[CHI],done a carrots.,-1.0,other,30.0
9080815,24748,[CAR],you've done the carrots.,,,30.0
9080836,24748,[CAR],you've done it.,,,30.0
9080854,24748,[CAR],oh that sounded very Northern Thomas.,,,30.0
9080868,24748,[CAR],you've done it.,,,30.0
9080899,24748,[CAR],that was said with a lot of feeling wasn't it?,,,30.0
9080920,24748,[CAR],I've done it.,,,30.0
9080936,24748,[CHI],a done it.,1.0,,30.0
9080948,24748,[CAR],by gum.,,,30.0
9080962,24748,[CAR],I've done it.,,,30.0
9080977,24748,[CAR],oops.,,,30.0
9081004,24748,[CAR],Mummy fell over didn't she?,,,30.0
9081023,24748,[CAR],have you had enough to eat?,,,30.0
9081040,24748,[CHI],no.,,,30.0
9081062,24748,[CAR],watch.,,,30.0
9081086,24748,[CHI],watch Mummy.,0.0,,30.0
9081101,24748,[CAR],watch Mummy.,,,30.0
9081120,24748,[CAR],I'm watching.,,,30.0
9081136,24748,[CHI],a done it.,-1.0,"subject, auxiliary",30.0
9081159,24748,[CAR],I've done it.,,,30.0
9081173,24748,[CHI],hooray.,,,30.0
9081192,24748,[CAR],hooray.,,,30.0
9081210,24748,[CHI],it's easy now.,1.0,,30.0
9081237,24748,[CAR],it's easy now.,,,30.0
9081254,24748,[CAR],watch Mummy.,,,30.0
9081278,24748,[CAR],I've done it.,,,30.0
9081290,24748,[CHI],it's easy now.,1.0,,30.0
9081312,24748,[CAR],it's easy now.,,,30.0
9081319,24748,[CAR],watch Mummy.,,,30.0
9081333,24748,[CAR],I've done it.,,,30.0
9081350,24748,[CAR],it's easy now.,,,30.0
9081364,24748,[CAR],I think you're talking about?,,,30.0
9081376,24748,[CAR],we have a little book Tom and Peepo don't we?,,,30.0
9081403,24748,[CHI],yes.,,,30.0
9081419,24748,[CAR],and Peepo and Tom went on a sledge.,,,30.0
9081438,24748,[CAR],and Tom was a little bit frightened about going on the sledge but when he finally tried it he realized it wasn't that bad.,,,30.0
9081466,24748,[CAR],and he said.,,,30.0
9081481,24748,[CAR],going on a sledge is really easy.,,,30.0
9081495,24748,[CAR],we don't even need Daddy to take us.,,,30.0
9081514,24748,[CAR],I think that's what you're thinking of.,,,30.0
9081533,24748,[CHI],a done it.,-1.0,"subject, auxiliary",30.0
9081558,24748,[CAR],I've done it.,,,30.0
9167775,24818,[CAR],there's Stephen.,,,34.0
9167790,24818,[CAR],look.,,,34.0
9167806,24818,[CAR],getting into his car.,,,34.0
9167816,24818,[CHI],in his van.,1.0,,34.0
9167827,24818,[CAR],perhaps he has been putting some parcels in his van because he does that doesn't he?,,,34.0
9167844,24818,[CAR],lots_of big lorrys drop parcels off at Stephen's house and then he loads them into his car and delivers them to other people.,,,34.0
9167859,24818,[CAR],Sue's at home today.,,,34.0
9167873,24818,[CAR],look.,,,34.0
9167883,24818,[CHI],hm.,,,34.0
9167895,24818,[CAR],she has opened her curtains downstairs and her car's there.,,,34.0
9167910,24818,[CAR],oh mind you she's home most afternoons.,,,34.0
9167924,24818,[CAR],I'm forgetting it's.,,,34.0
9167936,24818,[CAR],she has perhaps been to work this morning and she's home now.,,,34.0
9167949,24818,[CHI],my snake.,0.0,,34.0
9167963,24818,[CAR],you're a snake.,,,34.0
9167973,24818,[CHI],um.,,,34.0
9167985,24818,[CHI],a snake lying on a bed.,1.0,,34.0
9167999,24818,[CHI],I lying on?,-1.0,"auxiliary, object",34.0
9168021,24818,[CHI],oh.,,,34.0
9168031,24818,[CAR],what's this?,,,34.0
9168045,24818,[CHI],Thomas_The_Tank_Engine story.,1.0,,34.0
9168057,24818,[CAR],Thomas_The_Tank_Engine story.,,,34.0
9168070,24818,[CAR],well this isn't really a Thomas_The_Tank_Engine story Thomas.,,,34.0
9168085,24818,[CAR],this is more a learning book.,,,34.0
9168096,24818,[CAR],it says.,,,34.0
9168106,24818,[CAR],learn with Thomas.,,,34.0
9168118,24818,[CAR],and it's all about colors and shapes and animals and things like that.,,,34.0
9168132,24818,[CHI],trains.,,,34.0
9168146,24818,[CAR],and?,,,34.0
9168157,24818,[CAR],well of course.,,,34.0
9168168,24818,[CAR],yes.,,,34.0
9168177,24818,[CAR],trains.,,,34.0
9168191,24818,[CAR],absolutely.,,,34.0
9168204,24818,[CHI],and I want lots_of ones.,-1.0,determiner,34.0
9168216,24818,[CHI],and lots and lots_of trains.,1.0,,34.0
9168228,24818,[CAR],yes.,,,34.0
9168237,24818,[CHI],just two.,0.0,,34.0
9168259,24818,[CAR],just two.,,,34.0
9168280,24818,[CHI],two.,,,34.0
9168293,24818,[CAR],yes.,,,34.0
9168306,24818,[CAR],sit on the chair please darling.,,,34.0
9168317,24818,[CAR],you're going to fall off the table.,,,34.0
9168330,24818,[CHI],I want a lots_of engines.,1.0,,34.0
9168343,24818,[CAR],look.,,,34.0
9168357,24818,[CAR],what's this?,,,34.0
9168374,24818,[CHI],no no.,1.0,,34.0
9168390,24818,[CHI],what's this?,1.0,,34.0
9168404,24818,[CAR],well that's Terence_the_Tractor isn't he?,,,34.0
9168417,24818,[CHI],yes.,,,34.0
9168435,24818,[CAR],Terence_the_Tractor.,,,34.0
9168448,24818,[CAR],it's a farm machine.,,,34.0
9168461,24818,[CAR],and on a farm we have a scarecrow.,,,34.0
9168475,24818,[CAR],do you remember the song Julian taught you?,,,34.0
9168490,24818,[CAR],that wasn't the proper words actually.,,,34.0
9168514,24818,[CAR],it.,,,34.0
9168527,24818,[CAR],lots_of words in on here.,,,34.0
9168545,24818,[CAR],look.,,,34.0
9168555,24818,[CAR],so there's a scarecrow.,,,34.0
9168568,24818,[CAR],he's made with a pole.,,,34.0
9168580,24818,[CAR],look.,,,34.0
9168592,24818,[CAR],he has probably got straw stuffed in his coat to put make his arms.,,,34.0
9168608,24818,[CAR],and perhaps a pumpkin for a head.,,,34.0
9168625,24818,[CAR],and lots_of straw coming down his.,,,34.0
9168642,24818,[CHI],Pur Purdie.,0.0,,34.0
9168655,24818,[CAR],pardon.,,,34.0
9168670,24818,[CHI],Pur Purdie.,0.0,,34.0
9168683,24818,[CAR],Pur Purdie.,,,34.0
9168698,24818,[CAR],where?,,,34.0
9168713,24818,[CHI],Pur Toby.,0.0,,34.0
9168729,24818,[CAR],oh Toby.,,,34.0
9168740,24818,[CAR],I thought you said Purdie.,,,34.0
9168757,24818,[CAR],ah.,,,34.0
9168772,24818,[CHI],got a got a two engines.,-1.0,subject,34.0
9168788,24818,[CAR],shall we have a look then at this book?,,,34.0
9168805,24818,[CHI],oh there's a lot of engines on.,0.0,,34.0
9168825,24818,[CAR],why don't you sit on your chair?,,,34.0
9168840,24818,[CAR],we'll put the book on the table Thomas.,,,34.0
9168858,24818,[CAR],because you're going to fall.,,,34.0
9168875,24818,[CAR],come on.,,,34.0
9168892,24818,[CAR],pull your chair up next to Mummy and then we can look together.,,,34.0
9168909,24818,[CAR],that's a good boy.,,,34.0
9168923,24818,[CAR],what a lot of engines.,,,34.0
9168942,24818,[CAR],it says.,,,34.0
9168956,24818,[CAR],can you name the engines?,,,34.0
9168972,24818,[CHI],Gordon.,,,34.0
9168985,24818,[CAR],Gordon.,,,34.0
9169002,24818,[CAR],yes.,,,34.0
9169019,24818,[CHI],uh what's this?,1.0,,34.0
9169035,24818,[CAR],number nine is Donald.,,,34.0
9169053,24818,[CAR],oh now Donald and Douglas we've come across those in the story over Christmas haven't we?,,,34.0
9169071,24818,[CHI],Donald.,,,34.0
9169091,24818,[CHI],and um Henry.,1.0,,34.0
9169109,24818,[CAR],Henry.,,,34.0
9169124,24818,[CHI],James.,,,34.0
9169137,24818,[CHI],James.,,,34.0
9169150,24818,[CAR],James.,,,34.0
9169167,24818,[CHI],what's this?,1.0,,34.0
9169182,24818,[CAR],number two.,,,34.0
9169193,24818,[CAR],number two is Edward.,,,34.0
9169211,24818,[CHI],yes.,,,34.0
9169224,24818,[CHI],what's this?,1.0,,34.0
9169238,24818,[CHI],Percy?,,,34.0
9169262,24818,[CAR],number six is Percy.,,,34.0
9169287,24818,[CHI],what's this?,1.0,,34.0
9169303,24818,[CAR],Douglas and Donald.,,,34.0
9169318,24818,[CAR],now have you noticed something about Douglas and Donald?,,,34.0
9169333,24818,[CHI],yes.,,,34.0
9169346,24818,[CAR],they're both identical.,,,34.0
9169365,24818,[CAR],they're twins aren't they?,,,34.0
9169379,24818,[CAR],they look to me as if they're carrying coal.,,,34.0
9169394,24818,[CHI],twins.,,,34.0
9169409,24818,[CHI],yes.,,,34.0
9169422,24818,[CAR],well Donald and Douglas look at sort of greyie black color but James is nice and bright.,,,34.0
9169444,24818,[CAR],he's red isn't he?,,,34.0
9169462,24818,[CHI],lots_of coal.,0.0,,34.0
9169479,24818,[CHI],lots_of coal.,0.0,,34.0
9169490,24818,[CHI],lots_of coal.,0.0,,34.0
9169511,24818,[CHI],lots_of coal.,0.0,,34.0
9169537,24818,[CAR],lots_of coal.,,,34.0
9169560,24818,[CAR],yes.,,,34.0
9169574,24818,[CAR],in fact though thinking about it?,,,34.0
9169587,24818,[CAR],yes.,,,34.0
9169603,24818,[CAR],quite a few of them have coal.,,,34.0
9169618,24818,[CAR],because it looks like this one Duck Duck has a little bit of coal.,,,34.0
9169636,24818,[CAR],Gordon has quite a lot of coal.,,,34.0
9169651,24818,[CAR],and Edward hasn't got quite as much as Gordon but a little bit more than Duck.,,,34.0
9169671,24818,[CAR],oh and James is carrying coal.,,,34.0
9169691,24818,[CHI],lots.,,,34.0
9169708,24818,[CAR],lots_of coal.,,,34.0
9169718,24818,[CAR],and Thomas.,,,34.0
9169731,24818,[CAR],look.,,,34.0
9169745,24818,[CAR],Thomas has a tiny bit of coal doesn't he?,,,34.0
9169760,24818,[CHI],yes.,,,34.0
9169770,24818,[CAR],and Percy has a a small amount of coal.,,,34.0
9169797,24818,[CHI],Edward got coal.,1.0,,34.0
9169819,24818,[CAR],and so does Henry.,,,34.0
9169942,24818,[CAR],but Donald and Douglas look to me as if they carry a lot of coal.,,,34.0
9169962,24818,[CHI],lot.,,,34.0
9169979,24818,[CAR],a lot of coal.,,,34.0
9170001,24818,[CHI],lots_of coal.,1.0,,34.0
9170021,24818,[CAR],can you see all the numbers on them?,,,34.0
9170044,24818,[CAR],let's count.,,,34.0
9170058,24818,[CAR],number one is.,,,34.0
9170076,24818,[CHI],Thomas.,,,34.0
9170094,24818,[CAR],number two is.,,,34.0
9170117,24818,[CHI],Bertie.,,,34.0
9170136,24818,[CAR],no.,,,34.0
9170153,24818,[CAR],Edward.,,,34.0
9170165,24818,[CHI],Edward.,,,34.0
9170193,24818,[CAR],number three?,,,34.0
9170216,24818,[CAR],I can't see number three.,,,34.0
9170237,24818,[CAR],number four is.,,,34.0
9170260,24818,[CHI],Gordon.,,,34.0
9170277,24818,[CAR],Gordon.,,,34.0
9170291,24818,[CAR],number five?,,,34.0
9170311,24818,[CAR],oh sorry.,,,34.0
9170328,24818,[CAR],is Henry number three?,,,34.0
9170346,24818,[CAR],sorry.,,,34.0
9170362,24818,[CAR],Henry's number three.,,,34.0
9170376,24818,[CHI],yes.,,,34.0
9170392,24818,[CAR],and James is number five.,,,34.0
9170409,24818,[CAR],where's number six?,,,34.0
9170426,24818,[CHI],there's number six.,1.0,,34.0
9170443,24818,[CAR],this is number six.,,,34.0
9170460,24818,[CHI],it is Per.,1.0,,34.0
9170480,24818,[CAR],it's Percy.,,,34.0
9170496,24818,[CHI],yes.,,,34.0
9170511,24818,[CAR],and number seven is.,,,34.0
9170528,24818,[CHI],Bertie.,,,34.0
9170543,24818,[CAR],no.,,,34.0
9170560,24818,[CAR],not Bertie_the_bus.,,,34.0
9170576,24818,[CAR],who's that?,,,34.0
9170595,24818,[CAR],you told me on the other page.,,,34.0
9170623,24818,[CHI],Bertie.,,,34.0
9170640,24818,[CAR],no.,,,34.0
9170665,24818,[CAR],it's not Bertie.,,,34.0
9170682,24818,[CAR],you told me on the other page.,,,34.0
9170699,24818,[CHI],Bertie.,,,34.0
9170712,24818,[CAR],oh it's dirty.,,,34.0
9170727,24818,[CHI],Bertie.,,,34.0
9170739,24818,[CAR],Bertie.,,,34.0
9170763,24818,[CAR],no.,,,34.0
9170775,24818,[CAR],it's not Bertie_the_bus.,,,34.0
9170790,24818,[CHI],it's Bertie.,1.0,,34.0
9170804,24818,[CAR],you told me it was Toby.,,,34.0
9170821,24818,[CHI],it's Toby.,1.0,,34.0
9170836,24818,[CAR],it's Toby isn't it?,,,34.0
9170855,24818,[CAR],number eight.,,,34.0
9170871,24818,[CAR],the last one is.,,,34.0
9170887,24818,[CHI],Douglas.,,,34.0
9170908,24818,[CAR],Douglas.,,,34.0
9170920,24818,[CAR],no.,,,34.0
9170946,24818,[CAR],it's it's?,,,34.0
9170960,24818,[CAR],oh you're quite right.,,,34.0
9170980,24818,[CAR],well it isn't actually the last one.,,,34.0
9171003,24818,[CAR],number eight is Duck.,,,34.0
9171015,24818,[CHI],Duck.,,,34.0
9171034,24818,[CAR],do you remember that story we read a little while a go?,,,34.0
9171050,24818,[CAR],the one that featured Douglas and Tom and Donald.,,,34.0
9171067,24818,[CAR],it was about Thomas_The_Tank_Engine going to pick up the Christmas tree for the Greendale Christmas?,,,34.0
9171087,24818,[CAR],oh I was going to say the Greendale Christmas party but that's Postman_Pat isn't it?,,,34.0
9171109,24818,[CHI],yes.,,,34.0
9171119,24818,[CAR],for the station Christmas party and he got stuck in the snow.,,,34.0
9171140,24818,[CHI],hm.,,,34.0
9171157,24818,[CAR],and while Thomas_The_Tank_Engine was going off to pick up the Christmas tree the fat controller said Duck can stay behind and pull Annie and Clarabel.,,,34.0
9171179,24818,[CAR],so Duck featured in that story.,,,34.0
9171203,24818,[CHI],hm.,,,34.0
9171216,24818,[CAR],and when Thomas got stuck in the snow who came to pull him out?,,,34.0
9171256,24818,[CAR],the twins.,,,34.0
9171273,24818,[CHI],big man.,-1.0,determiner,34.0
9171289,24818,[CHI],big wagon.,-1.0,determiner,34.0
9171308,24818,[CAR],big wagons.,,,34.0
9171328,24818,[CAR],Douglas and Donald.,,,34.0
9171348,24818,[CAR],so number eight is Duck.,,,34.0
9171356,24818,[CAR],number nine is Donald and number ten is Douglas.,,,34.0
9171384,24818,[CAR],so we've got ten engines.,,,34.0
9171405,24818,[CAR],one two three four five six seven eight nine ten.,,,34.0
9171424,24818,[CHI],lots_of engines.,0.0,,34.0
9171437,24818,[CAR],lots_of engines.,,,34.0
9171458,24818,[CAR],how many blue ones are there?,,,34.0
9171477,24818,[CHI],I not know.,-1.0,auxiliary,34.0
9171500,24818,[CAR],one.,,,34.0
9171515,24818,[CHI],two three.,0.0,,34.0
9171536,24818,[CHI],lots_of blue.,0.0,,34.0
9171548,24818,[CAR],three blue engines.,,,34.0
9171562,24818,[CAR],how many green engines are there?,,,34.0
9171575,24818,[CHI],blue green.,0.0,,34.0
9171591,24818,[CHI],green.,,,34.0
9171603,24818,[CAR],green and green.,,,34.0
9171624,24818,[CAR],that's three greens.,,,34.0
9171641,24818,[CAR],and how many grey engines are there?,,,34.0
9171665,24818,[CHI],round circle.,-1.0,determiner,34.0
9171686,24818,[CAR],one and two.,,,34.0
9171702,24818,[CAR],how many red engines are there?,,,34.0
9171718,24818,[CHI],one.,,,34.0
9171732,24818,[CAR],one.,,,34.0
9171747,24818,[CAR],because James is a cheerful red engine and I think he thinks he's a little bit better than all the others because he's red.,,,34.0
9171774,24818,[CAR],and Toby is brown isn't he?,,,34.0
9171791,24818,[CHI],yes.,,,34.0
9171809,24818,[CAR],now?,,,34.0
9171843,24818,[CAR],oh now you were just talking about Bertie_the_bus.,,,34.0
9171871,24818,[CAR],I can see Bertie.,,,34.0
9171895,24818,[CAR],Bertie and James are red aren't they?,,,34.0
9171914,24818,[CHI],yes.,,,34.0
9171938,24818,[CHI],a James putting the animals.,-1.0,auxiliary,34.0
9171955,24818,[CHI],giraffe.,,,34.0
9171966,24818,[CHI],the big lion.,0.0,,34.0
9171979,24818,[CAR],yes.,,,34.0
9171996,24818,[CAR],James is carrying a big animal.,,,34.0
9172018,24818,[CAR],it's a giraffe.,,,34.0
9172037,24818,[CAR],this is a picture about the zoo.,,,34.0
9172063,24818,[CHI],um big lion.,-1.0,determiner,34.0
9172080,24818,[CAR],there's a big lion isn't there?,,,34.0
9172100,24818,[CHI],no.,,,34.0
9172124,24818,[CHI],big elephant.,-1.0,determiner,34.0
9172143,24818,[CAR],yes.,,,34.0
9172160,24818,[CAR],well it says Henry found this animal in his tunnel.,,,34.0
9172181,24818,[CAR],what is it?,,,34.0
9172199,24818,[CAR],and you're quite right.,,,34.0
9172217,24818,[CAR],you said elephant.,,,34.0
9172235,24818,[CAR],and this it says.,,,34.0
9172254,24818,[CAR],this is the king of the jungle.,,,34.0
9172274,24818,[CAR],what animal is it?,,,34.0
9172292,24818,[CAR],and you're right.,,,34.0
9172309,24818,[CAR],you said a lion.,,,34.0
9172328,24818,[CHI],a lion.,1.0,,34.0
9172337,24818,[CAR],do you know what this is?,,,34.0
9172354,24818,[CHI],um.,,,34.0
9172366,24818,[CAR],black and white and it eats bamboo shoots.,,,34.0
9172393,24818,[CHI],bamboo shoots.,1.0,,34.0
9172416,24818,[CHI],oh yes.,1.0,,34.0
9172437,24818,[CAR],that's a panda.,,,34.0
9172450,24818,[CHI],um Bertie.,0.0,,34.0
9172462,24818,[CAR],Bertie_the_bus.,,,34.0
9172478,24818,[CAR],what's sitting on the front front of Bertie bus on the radiator?,,,34.0
9172499,24818,[CHI],um um a monkey.,1.0,,34.0
9172509,24818,[CAR],a monkey.,,,34.0
9172533,24818,[CAR],ah and you know what this is.,,,34.0
9172567,24818,[CHI],yes.,,,34.0
9172594,24818,[CAR],it's that.,,,34.0
9172615,24818,[CHI],big crocodile.,0.0,,34.0
9172633,24818,[CAR],a big crocodile.,,,34.0
9172653,24818,[CAR],what does the crocodile say?,,,34.0
9172697,24818,[CAR],I bet the crocodile snap.,,,34.0
9172710,24818,[CHI],snap.,,,34.0
9172732,24818,[CAR],snap went the crocodile.,,,34.0
9172756,24818,[CHI],oh dear me.,1.0,,34.0
9172773,24818,[CAR],oh dear me.,,,34.0
9172806,24818,[CAR],because we know a song about a monkey and a crocodile don't we?,,,34.0
9172826,24818,[CAR],shall we do it?,,,34.0
9172841,24818,[CAR],we'll just do one cheeky monkey.,,,34.0
9172857,24818,[CHI],no thanks.,1.0,,34.0
9172874,24818,[CAR],no.,,,34.0
9172890,24818,[CAR],well can Mummy do it?,,,34.0
9172907,24818,[CHI],no.,,,34.0
9172923,24818,[CHI],no.,,,34.0
9172941,24818,[CHI],no no sing that.,0.0,,34.0
9172971,24818,[CAR],no sing that.,,,34.0
9172993,24818,[CHI],no.,,,34.0
9173011,24818,[CAR],alright.,,,34.0
9173033,24818,[CAR],what's this?,,,34.0
9173048,24818,[CHI],penguin.,,,34.0
9173067,24818,[CAR],a penguin.,,,34.0
9173080,24818,[CAR],what's this?,,,34.0
9173094,24818,[CAR],that looks Didsbury_Park to me.,,,34.0
9173108,24818,[CAR],what's going up the tree?,,,34.0
9173126,24818,[CHI],Thomas very cross.,-1.0,"verb, other",34.0
9173144,24818,[CAR],why's Thomas_The_Tank_Engine very cross?,,,34.0
9173167,24818,[CAR],oh I know.,,,34.0
9173188,24818,[CHI],yes.,,,34.0
9173205,24818,[CAR],I don't think he's cross.,,,34.0
9173221,24818,[CAR],Thomas is perhaps surprised because he's trying to get in the engine shed.,,,34.0
9173238,24818,[CAR],and what's that?,,,34.0
9173250,24818,[CHI],a big giraffe.,1.0,,34.0
9173270,24818,[CAR],no.,,,34.0
9173283,24818,[CAR],that's a.,,,34.0
9173302,24818,[CHI],like a lion.,0.0,,34.0
9173326,24818,[CAR],it's like a lion but lion?,,,34.0
9173339,24818,[CAR],that's the lion there with the big fluffy mane.,,,34.0
9173356,24818,[CAR],this is like a lion but it has got stripes.,,,34.0
9173380,24818,[CHI],tiger.,,,34.0
9173393,24818,[CAR],it's a tiger.,,,34.0
9173409,24818,[CAR],that's right.,,,34.0
9173424,24818,[CAR],you still haven't told me what this is.,,,34.0
9173434,24818,[CHI],a monkey.,1.0,,34.0
9173458,24818,[CHI],a big elephant in the tr in the tunnel.,1.0,,34.0
9173473,24818,[CAR],it's a big elephant in the tunnel.,,,34.0
9173501,24818,[CAR],what's this climbing the tree?,,,34.0
9173516,24818,[CHI],I don't know.,1.0,,34.0
9173532,24818,[CAR],well I'm very surprised because you are always telling me that in the trees there are.,,,34.0
9173569,24818,[CHI],big bears.,1.0,,34.0
