,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
1088,Thomas/020609.cha,CAR,let's blow it out.,,,30
1089,Thomas/020609.cha,CAR,so were you disappointed?,,,30
1090,Thomas/020609.cha,CHI,no.,,,30
1091,Thomas/020609.cha,CAR,that nobody had a birthday at toddler group this morning.,,,30
1092,Thomas/020609.cha,CHI,no no no birthday.,-1.0,other,30
1093,Thomas/020609.cha,CAR,no happy birthday.,,,30
1094,Thomas/020609.cha,CHI,no no.,1.0,,30
1095,Thomas/020609.cha,CHI,another birthday.,-1.0,other,30
1096,Thomas/020609.cha,CHI,another birthday.,-1.0,other,30
1097,Thomas/020609.cha,CAR,well next week you've got to sing happy birthday to your Granddad haven't you?,,,30
1098,Thomas/020609.cha,CAR,because Granddad's going to be eighty.,,,30
1099,Thomas/020609.cha,CHI,eighty.,,,30
1100,Thomas/020609.cha,CHI,oh dear.,1.0,,30
1101,Thomas/020609.cha,CHI,oh dear.,1.0,,30
1102,Thomas/020609.cha,CHI,piece train I think.,-1.0,"preposition, determiner",30
1103,Thomas/020609.cha,CAR,what do you think?,,,30
1104,Thomas/020609.cha,CHI,piece trailer.,-1.0,"preposition, determiner",30
1105,Thomas/020609.cha,CHI,oh.,,,30
1106,Thomas/020609.cha,CAR,yes.,,,30
1107,Thomas/020609.cha,CAR,I think a little bit of it's missing isn't it?,,,30
1108,Thomas/020609.cha,CAR,that's right.,,,30
1109,Thomas/020609.cha,CAR,you play with the train.,,,30
1110,Thomas/020609.cha,CHI,choo.,,,30
1111,Thomas/020609.cha,CAR,is that what the train says?,,,30
1112,Thomas/020609.cha,CHI,stop.,,,30
1113,Thomas/020609.cha,CAR,"oh Thomas, what happened to the bag that we brought back from the baker's.",,,30
1114,Thomas/020609.cha,CAR,oh here it is.,,,30
1115,Thomas/020609.cha,CHI,nothing in it.,-1.0,"subject, verb",30
1116,Thomas/020609.cha,CHI,nothing in it.,-1.0,"subject, verb",30
1117,Thomas/020609.cha,CAR,nothing in it.,,,30
1118,Thomas/020609.cha,CHI,yes.,,,30
1119,Thomas/020609.cha,CHI,nothing in it.,-1.0,"subject, verb",30
1120,Thomas/020609.cha,CAR,there is something in it.,,,30
1121,Thomas/020609.cha,CAR,there you are.,,,30
1122,Thomas/020609.cha,CHI,no.,,,30
1123,Thomas/020609.cha,CHI,"thank you, horse.",1.0,,30
1124,Thomas/020609.cha,CHI,ta much indeed.,-1.0,other,30
1125,Thomas/020609.cha,CAR,"thank you, horse.",,,30
1126,Thomas/020609.cha,CAR,ta much indeed.,,,30
1127,Thomas/020609.cha,CAR,why are you saying thank you to the horse?,,,30
1128,Thomas/020609.cha,CHI,ta much indeed.,-1.0,other,30
1129,Thomas/020609.cha,CHI,in the car.,-1.0,"subject, verb",30
1130,Thomas/020609.cha,CHI,vroom vroom.,0.0,,30
1131,Thomas/020609.cha,CAR,the horse is getting in the car is it?,,,30
1132,Thomas/020609.cha,CHI,yes.,,,30
1133,Thomas/020609.cha,CHI,not fit.,-1.0,"subject, verb",30
1134,Thomas/020609.cha,CAR,no.,,,30
1135,Thomas/020609.cha,CAR,it won't fit.,,,30
1136,Thomas/020609.cha,CAR,no.,,,30
1137,Thomas/020609.cha,CHI,no.,,,30
1138,Thomas/020609.cha,CAR,nice sausage roll.,,,30
1139,Thomas/020609.cha,CAR,and some crisps.,,,30
1140,Thomas/020609.cha,CAR,"you have crisps nearly everyday now, Thomas.",,,30
1141,Thomas/020609.cha,CAR,don't you?,,,30
1142,Thomas/020609.cha,CAR,"would you like another drink of juice, sweetheart?",,,30
1143,Thomas/020609.cha,CHI,no.,,,30
1144,Thomas/020609.cha,CAR,no what?,,,30
1145,Thomas/020609.cha,CHI,no thanks.,1.0,,30
1146,Thomas/020609.cha,CAR,no thank you.,,,30
1147,Thomas/020609.cha,CAR,that's better.,,,30
1148,Thomas/020609.cha,CAR,good boy.,,,30
1149,Thomas/020609.cha,CAR,would you like some cheese with your sausage roll?,,,30
1150,Thomas/020609.cha,CHI,no.,,,30
1151,Thomas/020609.cha,CAR,pardon.,,,30
1152,Thomas/020609.cha,CHI,no no thanks.,1.0,,30
1153,Thomas/020609.cha,CAR,good boy.,,,30
1154,Thomas/020609.cha,CAR,that's better.,,,30
1155,Thomas/020609.cha,CHI,wait a minute.,1.0,,30
1156,Thomas/020609.cha,CAR,wait a minute.,,,30
1157,Thomas/020609.cha,CHI,wait a minute.,1.0,,30
1158,Thomas/020609.cha,CHI,what's this now?,1.0,,30
1159,Thomas/020609.cha,CHI,what's this?,1.0,,30
1160,Thomas/020609.cha,CAR,that is a little bit of cheese because even though you said you didn't want it I thought perhaps you would when you saw it.,,,30
1161,Thomas/020609.cha,CAR,does that taste nice?,,,30
1162,Thomas/020609.cha,CHI,not taste nice.,-1.0,"subject, auxiliary",30
1163,Thomas/020609.cha,CAR,not taste nice.,,,30
1164,Thomas/020609.cha,CAR,oh I think it tastes nice.,,,30
1165,Thomas/020609.cha,CAR,so have you seen Sonia and Isabel this morning?,,,30
1166,Thomas/020609.cha,CHI,no.,,,30
1167,Thomas/020609.cha,CAR,no.,,,30
1168,Thomas/020609.cha,CAR,we have.,,,30
1169,Thomas/020609.cha,CHI,yes.,,,30
1170,Thomas/020609.cha,CAR,Isabel's Mummy is still hobbling around isn't she?,,,30
1171,Thomas/020609.cha,CHI,no red jam.,-1.0,"subject, verb",30
1172,Thomas/020609.cha,CAR,no.,,,30
1173,Thomas/020609.cha,CAR,"it's not jam, darling.",,,30
1174,Thomas/020609.cha,CAR,no.,,,30
1175,Thomas/020609.cha,CAR,it's cabbage.,,,30
1176,Thomas/020609.cha,CHI,cabbage.,,,30
1177,Thomas/020609.cha,CAR,red cabbage.,,,30
1178,Thomas/020609.cha,CAR,it's a salad.,,,30
1179,Thomas/020609.cha,CAR,Mummy's having some salad.,,,30
1180,Thomas/020609.cha,CAR,would you like some salad?,,,30
1181,Thomas/020609.cha,CHI,no.,,,30
1182,Thomas/020609.cha,CAR,no.,,,30
1183,Thomas/020609.cha,CHI,no thanks.,1.0,,30
1184,Thomas/020609.cha,CAR,good boy.,,,30
1185,Thomas/020609.cha,CAR,that's better.,,,30
1186,Thomas/020609.cha,CAR,mm tastes.,,,30
1187,Thomas/020609.cha,CHI,tastes.,,,30
1188,Thomas/020609.cha,CAR,pardon.,,,30
1189,Thomas/020609.cha,CHI,tasty.,,,30
1190,Thomas/020609.cha,CAR,tasty.,,,30
1191,Thomas/020609.cha,CAR,it is tasty.,,,30
1192,Thomas/020609.cha,CAR,it's really lovely isn't it?,,,30
1193,Thomas/020609.cha,CHI,yes.,,,30
1194,Thomas/020609.cha,CHI,sausage roll fell over.,-1.0,determiner,30
1195,Thomas/020609.cha,CAR,sausage roll fell over.,,,30
1196,Thomas/020609.cha,CAR,yes.,,,30
1197,Thomas/020609.cha,CAR,I was cutting it and it just rolled didn't it?,,,30
1198,Thomas/020609.cha,CAR,a little bit.,,,30
1199,Thomas/020609.cha,CAR,these are nice today aren't they?,,,30
1200,Thomas/020609.cha,CHI,yes.,,,30
1201,Thomas/020609.cha,CAR,because last week we went to the sausagerollshop.,,,30
1202,Thomas/020609.cha,CHI,shut.,,,30
1203,Thomas/020609.cha,CAR,oh no.,,,30
1204,Thomas/020609.cha,CAR,it wasn't shut.,,,30
1205,Thomas/020609.cha,CAR,no.,,,30
1206,Thomas/020609.cha,CAR,it was it was open when we walked past yesterday but we didn't want any did we?,,,30
1207,Thomas/020609.cha,CAR,but last week the lady have some really burnt sausage rolls and she tried to sell us those and Mummy said no thank you.,,,30
1208,Thomas/020609.cha,CAR,and she said I'd like those at the front please.,,,30
1209,Thomas/020609.cha,CAR,they were very dark weren't they?,,,30
1210,Thomas/020609.cha,CHI,yes.,,,30
1211,Thomas/020609.cha,CAR,and we didn't want those did we?,,,30
1212,Thomas/020609.cha,CHI,no.,,,30
1213,Thomas/020609.cha,CHI,no want those.,-1.0,"subject, auxiliary",30
1214,Thomas/020609.cha,CAR,no.,,,30
1215,Thomas/020609.cha,CAR,we didn't want those.,,,30
1216,Thomas/020609.cha,CAR,we wanted the ones that looked very nice at the front.,,,30
1217,Thomas/020609.cha,CHI,tasty.,,,30
1218,Thomas/020609.cha,CHI,tasty front.,-1.0,determiner,30
1219,Thomas/020609.cha,CAR,pardon.,,,30
1220,Thomas/020609.cha,CHI,tasty.,,,30
1221,Thomas/020609.cha,CAR,tasty.,,,30
1222,Thomas/020609.cha,CAR,"it is tasty, Thomas.",,,30
1223,Thomas/020609.cha,CAR,it's lovely and tasty.,,,30
1224,Thomas/020609.cha,CHI,grapefruit.,,,30
1225,Thomas/020609.cha,CAR,grapefruit.,,,30
1226,Thomas/020609.cha,CAR,no.,,,30
1227,Thomas/020609.cha,CAR,it's not grapefruit.,,,30
1228,Thomas/020609.cha,CAR,this is red cabbage.,,,30
1229,Thomas/020609.cha,CHI,red cabbage.,1.0,,30
1230,Thomas/020609.cha,CAR,red cabbage.,,,30
1231,Thomas/020609.cha,CHI,no.,,,30
1232,Thomas/020609.cha,CHI,red cabbage.,1.0,,30
1233,Thomas/020609.cha,CAR,hm.,,,30
1234,Thomas/020609.cha,CAR,a red cabbage.,,,30
1235,Thomas/020609.cha,CHI,cabbage.,,,30
1236,Thomas/020609.cha,CAR,who grows cabbages?,,,30
1237,Thomas/020609.cha,CAR,Granddad.,,,30
1238,Thomas/020609.cha,CHI,no.,,,30
1239,Thomas/020609.cha,CHI,two cabbage.,-1.0,"verb, plural",30
1240,Thomas/020609.cha,CHI,no cabbage.,-1.0,"subject, verb",30
1241,Thomas/020609.cha,CHI,cabbage.,,,30
1242,Thomas/020609.cha,CHI,no Sooty.,-1.0,"subject, verb",30
1243,Thomas/020609.cha,CAR,no we've seen Jo and Becky today but she didn't have Sooty the dog with her did she?,,,30
1244,Thomas/020609.cha,CHI,no.,,,30
1245,Thomas/020609.cha,CHI,not bite Thomas.,-1.0,auxiliary,30
1246,Thomas/020609.cha,CAR,no.,,,30
1247,Thomas/020609.cha,CAR,not bite Thomas.,,,30
1248,Thomas/020609.cha,CAR,"I don't think you've been bitten by a dog, Thomas have you?",,,30
1249,Thomas/020609.cha,CAR,but you know that the postman was.,,,30
1250,Thomas/020609.cha,CAR,Ray was bitten by a dog wasn't he?,,,30
1251,Thomas/020609.cha,CHI,hm.,,,30
1252,Thomas/020609.cha,CAR,the sun's still shining isn't it?,,,30
1253,Thomas/020609.cha,CHI,yes.,,,30
1254,Thomas/020609.cha,CHI,hold big blue pen.,-1.0,determiner,30
1255,Thomas/020609.cha,CAR,hm.,,,30
1256,Thomas/020609.cha,CHI,hold it.,1.0,,30
1257,Thomas/020609.cha,CAR,you want hold the big pen now.,,,30
1258,Thomas/020609.cha,CAR,leave it there.,,,30
1259,Thomas/020609.cha,CAR,we're eating our lunch now aren't we?,,,30
1260,Thomas/020609.cha,CHI,no.,,,30
1261,Thomas/020609.cha,CAR,are you tired?,,,30
1262,Thomas/020609.cha,CHI,no.,,,30
1263,Thomas/020609.cha,CAR,good.,,,30
1264,Thomas/020609.cha,CAR,oh be careful.,,,30
1265,Thomas/020609.cha,CAR,no.,,,30
1266,Thomas/020609.cha,CAR,"don't kick, Thomas don't kick.",,,30
1267,Thomas/020609.cha,CAR,it's not nice.,,,30
1268,Thomas/020609.cha,CAR,if you keep on kicking I shall take your shoes off and then when you kick the table it'll hurt your foot won't it?,,,30
1269,Thomas/020609.cha,CHI,no shoes.,-1.0,"subject, verb",30
1270,Thomas/020609.cha,CAR,I will.,,,30
1271,Thomas/020609.cha,CAR,are you tired?,,,30
1272,Thomas/020609.cha,CHI,no.,,,30
1273,Thomas/020609.cha,CAR,right.,,,30
1274,Thomas/020609.cha,CAR,I'm taking Thomas's shoe off now.,,,30
1275,Thomas/020609.cha,CAR,and if you kick it now it'll hurt a lot.,,,30
1276,Thomas/020609.cha,CHI,no.,,,30
1277,Thomas/020609.cha,CHI,oh!,,,30
1278,Thomas/020609.cha,CAR,oh!,,,30
1279,Thomas/020609.cha,CHI,oh!,,,30
1280,Thomas/020609.cha,CHI,a grapefruit.,0.0,,30
1281,Thomas/020609.cha,CAR,"it isn't grapefruit, darling.",,,30
1282,Thomas/020609.cha,CAR,it's red cabbage.,,,30
1283,Thomas/020609.cha,CAR,why do you say grapefruit?,,,30
1284,Thomas/020609.cha,CHI,hold the cabbage.,0.0,,30
1285,Thomas/020609.cha,CAR,are you thinking of pink grapefruit?,,,30
1286,Thomas/020609.cha,CHI,hold the pink fruit.,0.0,,30
1287,Thomas/020609.cha,CAR,hold the pink fruit.,,,30
1288,Thomas/020609.cha,CAR,it's red cabbage.,,,30
1289,Thomas/020609.cha,CHI,red cabbage.,1.0,,30
1290,Thomas/020609.cha,CAR,now hold the jar very very carefully.,,,30
1291,Thomas/020609.cha,CHI,it's cold.,1.0,,30
1292,Thomas/020609.cha,CAR,it's cold.,,,30
1293,Thomas/020609.cha,CAR,yes.,,,30
1294,Thomas/020609.cha,CAR,it has just come out of the fridge.,,,30
1295,Thomas/020609.cha,CAR,no.,,,30
1296,Thomas/020609.cha,CAR,you can't take the lid off.,,,30
1297,Thomas/020609.cha,CHI,broke it.,-1.0,subject,30
1298,Thomas/020609.cha,CAR,no.,,,30
1299,Thomas/020609.cha,CAR,it hasn't broken.,,,30
1300,Thomas/020609.cha,CAR,"but the lid has got to be kept on tightly to keep it fresh, hasn't it?",,,30
1301,Thomas/020609.cha,CHI,yes.,,,30
1302,Thomas/020609.cha,CHI,oh!,,,30
1303,Thomas/020609.cha,CAR,it's a glass jar.,,,30
1304,Thomas/020609.cha,CHI,yes.,,,30
1305,Thomas/020609.cha,CAR,what else is made from glass?,,,30
1306,Thomas/020609.cha,CHI,glass on.,-1.0,"determiner, verb",30
1307,Thomas/020609.cha,CHI,glass.,,,30
1308,Thomas/020609.cha,CAR,it's glass.,,,30
1309,Thomas/020609.cha,CAR,it's the glass jar.,,,30
1310,Thomas/020609.cha,CHI,big bears eat it.,1.0,,30
1311,Thomas/020609.cha,CAR,big bears eat it.,,,30
1312,Thomas/020609.cha,CAR,the red cabbage.,,,30
1313,Thomas/020609.cha,CHI,red cabbage.,1.0,,30
1314,Thomas/020609.cha,CAR,"are you going to have some more sausage roll, Thomas?",,,30
1315,Thomas/020609.cha,CHI,no.,,,30
1316,Thomas/020609.cha,CAR,what about the driver and the horse?,,,30
1317,Thomas/020609.cha,CAR,would they like some?,,,30
1318,Thomas/020609.cha,CHI,yes.,,,30
1319,Thomas/020609.cha,CHI,choo choo.,0.0,,30
1320,Thomas/020609.cha,CHI,"get out, driver.",1.0,,30
1321,Thomas/020609.cha,CAR,"get out, driver.",,,30
1322,Thomas/020609.cha,CHI,yes.,,,30
1323,Thomas/020609.cha,CHI,shut the cab.,0.0,,30
1324,Thomas/020609.cha,CAR,shut the cab.,,,30
1325,Thomas/020609.cha,CHI,the horse is jumping too.,1.0,,30
1326,Thomas/020609.cha,CAR,the horse is jumping too.,,,30
1327,Thomas/020609.cha,CHI,yes.,,,30
1328,Thomas/020609.cha,CAR,the horse is galloping.,,,30
1329,Thomas/020609.cha,CHI,not reach.,-1.0,"subject, auxiliary",30
1330,Thomas/020609.cha,CAR,can the horse not reach the sausage roll?,,,30
1331,Thomas/020609.cha,CAR,well perhaps I'll turn the plate round.,,,30
1332,Thomas/020609.cha,CAR,can the horse reach now?,,,30
1333,Thomas/020609.cha,CHI,yes.,,,30
1334,Thomas/020609.cha,CHI,it.,,,30
1335,Thomas/020609.cha,CAR,I think when we've had our sausage roll we might ice some little biscuits to have as a dessert.,,,30
1336,Thomas/020609.cha,CAR,what do you think?,,,30
1337,Thomas/020609.cha,CAR,does that sound like a good idea?,,,30
1338,Thomas/020609.cha,CHI,yes.,,,30
1339,Thomas/020609.cha,CHI,open the cab.,0.0,,30
1340,Thomas/020609.cha,CAR,open the cab.,,,30
1341,Thomas/020609.cha,CHI,yes.,,,30
1342,Thomas/020609.cha,CAR,for the driver to get in.,,,30
1343,Thomas/020609.cha,CHI,shut.,,,30
1344,Thomas/020609.cha,CHI,open.,,,30
1345,Thomas/020609.cha,CHI,shut.,,,30
1346,Thomas/020609.cha,CAR,"are you just going to have a little bit more to eat, Thomas?",,,30
1347,Thomas/020609.cha,CHI,eat it.,-1.0,"subject, tense_aspect",30
1348,Thomas/020609.cha,CAR,who can eat it?,,,30
1349,Thomas/020609.cha,CHI,choochootank eat it.,-1.0,present_progressive,30
1350,Thomas/020609.cha,CAR,choochootank eat it.,,,30
1351,Thomas/020609.cha,CAR,you mean the train driver or the train?,,,30
1352,Thomas/020609.cha,CHI,train.,,,30
1353,Thomas/020609.cha,CAR,the train.,,,30
1354,Thomas/020609.cha,CAR,"I don't think trains eat the food that we eat, Thomas.",,,30
1355,Thomas/020609.cha,CAR,what do horses eat?,,,30
1356,Thomas/020609.cha,CAR,horses eat hay don't they?,,,30
1357,Thomas/020609.cha,CHI,yes.,,,30
1358,Thomas/020609.cha,CHI,galloping.,,,30
1359,Thomas/020609.cha,CAR,is it galloping galloping galloping?,,,30
1360,Thomas/020609.cha,CHI,no.,,,30
1361,Thomas/020609.cha,CAR,there's some apple there as well in the middle of the table on the bowl.,,,30
1362,Thomas/020609.cha,CAR,on the plate rather.,,,30
1363,Thomas/020609.cha,CHI,the bowl.,0.0,,30
1364,Thomas/020609.cha,CHI,no.,,,30
1365,Thomas/020609.cha,CHI,the eat it.,-1.0,"subject, tense_aspect",30
1366,Thomas/020609.cha,CAR,can you reach the apple?,,,30
1367,Thomas/020609.cha,CHI,no.,,,30
1368,Thomas/020609.cha,CAR,no.,,,30
1369,Thomas/020609.cha,CAR,mm that tastes nice.,,,30
1370,Thomas/020609.cha,CAR,steady.,,,30
1371,Thomas/020609.cha,CHI,train driver on a platform.,-1.0,"determiner, determiner",30
1372,Thomas/020609.cha,CAR,the driver's on the platform.,,,30
1373,Thomas/020609.cha,CAR,I think he's going to have a cup of coffee.,,,30
1374,Thomas/020609.cha,CAR,would he like to share my coffee?,,,30
1375,Thomas/020609.cha,CAR,mm.,,,30
1376,Thomas/020609.cha,CAR,oh lovely.,,,30
1377,Thomas/020609.cha,CAR,he's enjoying a warm drink isn't he?,,,30
1378,Thomas/020609.cha,CHI,enjoyed it.,-1.0,subject,30
1379,Thomas/020609.cha,CAR,enjoyed it.,,,30
1380,Thomas/020609.cha,CAR,yes.,,,30
1381,Thomas/020609.cha,CAR,that's right.,,,30
1382,Thomas/020609.cha,CHI,the horse drink it.,-1.0,sv_agreement,30
1383,Thomas/020609.cha,CAR,the horse drink it.,,,30
1384,Thomas/020609.cha,CHI,yes.,,,30
1385,Thomas/020609.cha,CAR,do you think the horse would like some coffee or it might prefer some water?,,,30
1386,Thomas/020609.cha,CAR,do you think the horse would prefer water?,,,30
1387,Thomas/020609.cha,CHI,yes.,,,30
1388,Thomas/020609.cha,CAR,yes.,,,30
1389,Thomas/020609.cha,CAR,the horse eats hay and drinks water.,,,30
1390,Thomas/020609.cha,CAR,it's the engine driver that perhaps he'd like a sausage roll and a sandwich.,,,30
1391,Thomas/020609.cha,CAR,and he might like to share your apple and have a cup of coffee.,,,30
1392,Thomas/020609.cha,CAR,the horse might like the apple.,,,30
1393,Thomas/020609.cha,CHI,horse eat.,-1.0,"determiner, sv_agreement",30
1394,Thomas/020609.cha,CAR,hm.,,,30
1395,Thomas/020609.cha,CAR,horses eat apples.,,,30
1396,Thomas/020609.cha,CHI,oh.,,,30
1397,Thomas/020609.cha,CAR,did he enjoy that?,,,30
1398,Thomas/020609.cha,CHI,yes.,,,30
1399,Thomas/020609.cha,CHI,he eating crisps.,-1.0,present_progressive,30
1400,Thomas/020609.cha,CAR,he's eating crisps.,,,30
1401,Thomas/020609.cha,CHI,"bye bye, horse.",1.0,,30
1402,Thomas/020609.cha,CAR,do you think the horse would like some crisps as well?,,,30
1403,Thomas/020609.cha,CHI,yes.,,,30
1404,Thomas/020609.cha,CHI,mm.,,,30
1405,Thomas/020609.cha,CAR,mm nice.,,,30
1406,Thomas/020609.cha,CHI,the driver on platform.,-1.0,"verb, determiner",30
1407,Thomas/020609.cha,CAR,the driver's back on the platform.,,,30
1408,Thomas/020609.cha,CAR,I think the driver better get back in his train and go off you know.,,,30
1409,Thomas/020609.cha,CAR,it's going to be late.,,,30
1410,Thomas/020609.cha,CHI,late.,,,30
1411,Thomas/020609.cha,CAR,let's look at Mummy's watch?,,,30
1412,Thomas/020609.cha,CAR,what time is it?,,,30
1413,Thomas/020609.cha,CHI,twelve o'clock.,1.0,,30
1414,Thomas/020609.cha,CAR,it's it's what time?,,,30
1415,Thomas/020609.cha,CHI,eighty.,,,30
1416,Thomas/020609.cha,CAR,eight o'clock.,,,30
1417,Thomas/020609.cha,CAR,no.,,,30
1418,Thomas/020609.cha,CAR,it's five to one.,,,30
1419,Thomas/020609.cha,CAR,it's nearly one o'clock.,,,30
1420,Thomas/020609.cha,CAR,the train's due at one.,,,30
1421,Thomas/020609.cha,CAR,it's almost one o'clock.,,,30
1422,Thomas/020609.cha,CHI,drive off.,0.0,,30
1423,Thomas/020609.cha,CHI,drive off.,0.0,,30
1424,Thomas/020609.cha,CAR,that's right.,,,30
1425,Thomas/020609.cha,CAR,put the horse in the trailer.,,,30
1426,Thomas/020609.cha,CAR,and they better go quickly hadn't they?,,,30
1427,Thomas/020609.cha,CAR,otherwise they're going to be late.,,,30
1428,Thomas/020609.cha,CAR,and we don't want them late do we?,,,30
1429,Thomas/020609.cha,CHI,no.,,,30
1430,Thomas/020609.cha,CHI,drive off.,0.0,,30
1431,Thomas/020609.cha,CAR,is he driving off now?,,,30
1432,Thomas/020609.cha,CHI,yes.,,,30
1433,Thomas/020609.cha,CHI,no late.,-1.0,other,30
1434,Thomas/020609.cha,CHI,no late.,-1.0,other,30
1435,Thomas/020609.cha,CAR,Mummy has got very sticky hands now.,,,30
1436,Thomas/020609.cha,CHI,drive off now.,-1.0,"subject, present_progressive",30
1437,Thomas/020609.cha,CAR,"would you like some of this, Thomas?",,,30
1438,Thomas/020609.cha,CHI,no.,,,30
1439,Thomas/020609.cha,CAR,would you like some of that?,,,30
1440,Thomas/020609.cha,CHI,no.,,,30
1441,Thomas/020609.cha,CAR,and where's the train going to now he has driven off?,,,30
1442,Thomas/020609.cha,CHI,Manchester.,,,30
1443,Thomas/020609.cha,CAR,to Manchester.,,,30
1444,Thomas/020609.cha,CHI,yes.,,,30
1445,Thomas/020609.cha,CAR,mhm.,,,30
1446,Thomas/020609.cha,CAR,whereabouts is he going to in Manchester because he has got a horse in the back?,,,30
1447,Thomas/020609.cha,CHI,got horse.,-1.0,"subject, determiner",30
1448,Thomas/020609.cha,CHI,got horse on it.,-1.0,"subject, determiner",30
1449,Thomas/020609.cha,CAR,got a horse on it.,,,30
1450,Thomas/020609.cha,CHI,no.,,,30
1451,Thomas/020609.cha,CAR,where do you think he's going?,,,30
1452,Thomas/020609.cha,CHI,Manchester.,,,30
1453,Thomas/020609.cha,CAR,to Manchester.,,,30
1454,Thomas/020609.cha,CAR,do you think the horse is perhaps a police horse and the police man's going to ride it through the streets of Manchester?,,,30
1455,Thomas/020609.cha,CHI,no.,,,30
1456,Thomas/020609.cha,CHI,come back again.,0.0,,30
1457,Thomas/020609.cha,CAR,it has come back again.,,,30
1458,Thomas/020609.cha,CAR,because police men do ride horses in Manchester don't they?,,,30
1459,Thomas/020609.cha,CAR,we've seen them.,,,30
1460,Thomas/020609.cha,CHI,there there.,0.0,,30
1461,Thomas/020609.cha,CAR,police horses.,,,30
1462,Thomas/020609.cha,CHI,there there.,0.0,,30
1463,Thomas/020609.cha,CHI,not talking any words.,-1.0,"subject, auxiliary",30
1464,Thomas/020609.cha,CAR,pardon.,,,30
1465,Thomas/020609.cha,CHI,not.,,,30
1466,Thomas/020609.cha,CHI,oh.,,,30
1467,Thomas/020609.cha,CHI,"look, Mummy.",1.0,,30
1468,Thomas/020609.cha,CAR,"look, Mummy.",,,30
1469,Thomas/020609.cha,CAR,yes.,,,30
1470,Thomas/020609.cha,CAR,that's clever isn't it?,,,30
1471,Thomas/020609.cha,CHI,yes.,,,30
1472,Thomas/020609.cha,CAR,the train's now pulling a trailer with a horse in the back and two cars.,,,30
1473,Thomas/020609.cha,CAR,one of them a racing car.,,,30
1474,Thomas/020609.cha,CAR,and they've all clipped together haven't they?,,,30
1475,Thomas/020609.cha,CAR,I think you said look Mummy didn't you?,,,30
1476,Thomas/020609.cha,CHI,yes.,,,30
1477,Thomas/020609.cha,CAR,yes.,,,30
1478,Thomas/020609.cha,CAR,"look, Mummy.",,,30
1479,Thomas/020609.cha,CAR,mm.,,,30
1480,Thomas/020609.cha,CHI,"look, Mummy.",1.0,,30
1481,Thomas/020609.cha,CAR,that's a very very big load.,,,30
1482,Thomas/020609.cha,CAR,it's a long train isn't it?,,,30
1483,Thomas/020609.cha,CHI,pop.,,,30
1484,Thomas/020609.cha,CHI,pop.,,,30
1485,Thomas/020609.cha,CAR,pop.,,,30
1486,Thomas/020609.cha,CAR,are you pulling them apart?,,,30
1487,Thomas/020609.cha,CHI,pop.,,,30
1488,Thomas/020609.cha,CAR,it looks to me now as if the racing car is pulling the train.,,,30
1489,Thomas/020609.cha,CHI,hiding.,,,30
1490,Thomas/020609.cha,CHI,not fall down.,-1.0,"subject, auxiliary",30
1491,Thomas/020609.cha,CAR,hiding.,,,30
1492,Thomas/020609.cha,CAR,not fall down.,,,30
1493,Thomas/020609.cha,CHI,this piece off.,-1.0,verb,30
1494,Thomas/020609.cha,CHI,that's better.,1.0,,30
1495,Thomas/020609.cha,CAR,is that better?,,,30
1496,Thomas/020609.cha,CHI,yes.,,,30
1497,Thomas/020609.cha,CAR,do you think it's time for the horse to have something else to drink?,,,30
1498,Thomas/020609.cha,CHI,yes.,,,30
1499,Thomas/020609.cha,CAR,would you like to fetch a bucket of water?,,,30
1500,Thomas/020609.cha,CHI,bucket of water.,-1.0,determiner,30
1501,Thomas/020609.cha,CAR,bucket of water.,,,30
1502,Thomas/020609.cha,CAR,"you sound snuffly, Thomas.",,,30
1503,Thomas/020609.cha,CAR,have you got a cold.,,,30
1504,Thomas/020609.cha,CHI,no.,,,30
1505,Thomas/020609.cha,CHI,no drink.,-1.0,other,30
1506,Thomas/020609.cha,CAR,pardon.,,,30
1507,Thomas/020609.cha,CHI,no drink.,-1.0,other,30
1508,Thomas/020609.cha,CAR,no drink.,,,30
1509,Thomas/020609.cha,CAR,does the horse not want a drink?,,,30
1510,Thomas/020609.cha,CHI,no.,,,30
1511,Thomas/020609.cha,CAR,or could you not find a drink?,,,30
1512,Thomas/020609.cha,CHI,no.,,,30
1513,Thomas/020609.cha,CAR,you couldn't find a drink to give the horse.,,,30
1514,Thomas/020609.cha,CHI,no.,,,30
1515,Thomas/020609.cha,CAR,oh dear dear.,,,30
1516,Thomas/020609.cha,CAR,I hope he's not thirsty.,,,30
1517,Thomas/020609.cha,CAR,when you want a drink you're thirsty.,,,30
1518,Thomas/020609.cha,CAR,when you want something to eat you're hungry.,,,30
1519,Thomas/020609.cha,CAR,you often tell me you're not hungry or you're hungry but you don't often say thirsty do you?,,,30
1520,Thomas/020609.cha,CHI,no.,,,30
1521,Thomas/020609.cha,CAR,is Thomas thirsty?,,,30
1522,Thomas/020609.cha,CHI,no.,,,30
1523,Thomas/020609.cha,CHI,a'gether.,,,30
1524,Thomas/020609.cha,CAR,pardon.,,,30
1525,Thomas/020609.cha,CHI,a'gether.,,,30
1526,Thomas/020609.cha,CAR,a'gether.,,,30
1527,Thomas/020609.cha,CHI,yes.,,,30
1528,Thomas/020609.cha,CAR,together.,,,30
1529,Thomas/020609.cha,CHI,yes.,,,30
1530,Thomas/020609.cha,CAR,two together.,,,30
